Year,시도,시군구,Value
2007,0.전국,,22.54
2008,0.전국,,21.78
2009,0.전국,,21.18
2010,0.전국,,20.64
2011,0.전국,,19.71
2012,0.전국,,18.98
2013,0.전국,,18.35
2014,0.전국,,17.73
2015,0.전국,,17.28
2016,0.전국,,16.8
2017,0.전국,,16.33
2018,0.전국,,15.86
2019,0.전국,,15.51
2020,0.전국,,15.17
2021,0.전국,,14.83
2007,1.수도권,,23.37
2008,1.수도권,,22.44
2009,1.수도권,,21.68
2010,1.수도권,,20.94
2011,1.수도권,,19.96
2012,1.수도권,,19.18
2013,1.수도권,,18.57
2014,1.수도권,,17.96
2015,1.수도권,,17.55
2016,1.수도권,,17.1
2017,1.수도권,,16.67
2018,1.수도권,,16.29
2019,1.수도권,,15.98
2020,1.수도권,,15.71
2021,1.수도권,,15.44
2007,2.서울특별시,,22.59
2008,2.서울특별시,,21.78
2009,2.서울특별시,,21.1
2010,2.서울특별시,,20.43
2011,2.서울특별시,,19.64
2012,2.서울특별시,,19.01
2013,2.서울특별시,,18.3
2014,2.서울특별시,,17.94
2015,2.서울특별시,,17.4
2016,2.서울특별시,,16.94
2017,2.서울특별시,,16.58
2018,2.서울특별시,,16.21
2019,2.서울특별시,,16.03
2020,2.서울특별시,,15.84
2021,2.서울특별시,,15.67
2007,2.서울특별시,강남구,19.32
2008,2.서울특별시,강남구,18.78
2009,2.서울특별시,강남구,18.29
2010,2.서울특별시,강남구,18.14
2011,2.서울특별시,강남구,17.37
2012,2.서울특별시,강남구,16.37
2013,2.서울특별시,강남구,15.69
2014,2.서울특별시,강남구,15.19
2015,2.서울특별시,강남구,14.96
2016,2.서울특별시,강남구,14.6
2017,2.서울특별시,강남구,14.21
2018,2.서울특별시,강남구,13.58
2019,2.서울특별시,강남구,13.3
2020,2.서울특별시,강남구,13.33
2021,2.서울특별시,강남구,13.33
2007,2.서울특별시,강동구,20.2
2008,2.서울특별시,강동구,19.47
2009,2.서울특별시,강동구,19.19
2010,2.서울특별시,강동구,18.34
2011,2.서울특별시,강동구,17.46
2012,2.서울특별시,강동구,16.5
2013,2.서울특별시,강동구,15.49
2014,2.서울특별시,강동구,15.02
2015,2.서울특별시,강동구,14.37
2016,2.서울특별시,강동구,13.9
