Year,시도,시군구,Value
2008,0.전국,,21.6
2009,0.전국,,22.8
2010,0.전국,,22.5
2011,0.전국,,23.4
2012,0.전국,,24.1
2013,0.전국,,24.5
2014,0.전국,,25.4
2015,0.전국,,26.3
2016,0.전국,,27.9
2017,0.전국,,28.6
2018,0.전국,,31.8
2019,0.전국,,34.6
2020,0.전국,,31.3
2021,0.전국,,32.2
2008,1.수도권,,21.7
2009,1.수도권,,22.5
2010,1.수도권,,22.6
2011,1.수도권,,23.1
2012,1.수도권,,24.1
2013,1.수도권,,24.1
2014,1.수도권,,24.6
2015,1.수도권,,25.5
2016,1.수도권,,26.8
2017,1.수도권,,27.3
2018,1.수도권,,30.0
2019,1.수도권,,32.9
2020,1.수도권,,30.6
2021,1.수도권,,31.0
2008,2.서울특별시,,20.7
2009,2.서울특별시,,21.4
2010,2.서울특별시,,21.7
2011,2.서울특별시,,22.5
2012,2.서울특별시,,23.4
2013,2.서울특별시,,23.1
2014,2.서울특별시,,23.6
2015,2.서울특별시,,24.5
2016,2.서울특별시,,25.5
2017,2.서울특별시,,25.5
2018,2.서울특별시,,28.6
2019,2.서울특별시,,31.3
2020,2.서울특별시,,28.5
2021,2.서울특별시,,29.2
2008,2.서울특별시,강남구,14.8
2009,2.서울특별시,강남구,20.5
2010,2.서울특별시,강남구,16.6
2011,2.서울특별시,강남구,16.5
2012,2.서울특별시,강남구,20.2
2013,2.서울특별시,강남구,20.7
2014,2.서울특별시,강남구,17.7
2015,2.서울특별시,강남구,22.8
2016,2.서울특별시,강남구,20.9
2017,2.서울특별시,강남구,23.1
2018,2.서울특별시,강남구,24.1
2019,2.서울특별시,강남구,29.0
2020,2.서울특별시,강남구,26.3
2021,2.서울특별시,강남구,23.9
2008,2.서울특별시,강동구,24.5
2009,2.서울특별시,강동구,21.7
2010,2.서울특별시,강동구,20.9
2011,2.서울특별시,강동구,23.5
2012,2.서울특별시,강동구,23.6
2013,2.서울특별시,강동구,22.2
2014,2.서울특별시,강동구,24.9
2015,2.서울특별시,강동구,23.4
2016,2.서울특별시,강동구,31.3
2017,2.서울특별시,강동구,24.6
2018,2.서울특별시,강동구,29.6
2019,2.서울특별시,강동구,30.0
2020,2.서울특별시,강동구,32.0
2021,2.서울특별시,강동구,27.9
2008,2.서울특별시,강북구,22.3
2009,2.서울특별시,강북구,23.1
2010,2.서울특별시,강북구,21.4
2011,2.서울특별시,강북구,24.6
2012,2.서울특별시,강북구,23.3
2013,2.서울특별시,강북구,23.8
2014,2.서울특별시,강북구,23.4
2015,2.서울특별시,강북구,29.5
2016,2.서울특별시,강북구,28.9
2017,2.서울특별시,강북구,29.1
2018,2.서울특별시,강북구,29.3
2019,2.서울특별시,강북구,29.1
2020,2.서울특별시,강북구,31.2
2021,2.서울특별시,강북구,32.1
2008,2.서울특별시,강서구,21.6
2009,2.서울특별시,강서구,20.7
2010,2.서울특별시,강서구,21.4
2011,2.서울특별시,강서구,23.7
2012,2.서울특별시,강서구,24.3
2013,2.서울특별시,강서구,20.2
2014,2.서울특별시,강서구,23.7
2015,2.서울특별시,강서구,24.5
2016,2.서울특별시,강서구,25.7
2017,2.서울특별시,강서구,25.3
2018,2.서울특별시,강서구,30.7
2019,2.서울특별시,강서구,30.7
2020,2.서울특별시,강서구,31.2
2021,2.서울특별시,강서구,30.6
2008,2.서울특별시,관악구,20.3
2009,2.서울특별시,관악구,22.4
2010,2.서울특별시,관악구,20.6
2011,2.서울특별시,관악구,23.3
2012,2.서울특별시,관악구,23.0
2013,2.서울특별시,관악구,24.5
2014,2.서울특별시,관악구,27.0
2015,2.서울특별시,관악구,24.1
2016,2.서울특별시,관악구,26.0
2017,2.서울특별시,관악구,25.0
2018,2.서울특별시,관악구,26.1
2019,2.서울특별시,관악구,35.1
2020,2.서울특별시,관악구,25.5
2021,2.서울특별시,관악구,29.8
2008,2.서울특별시,광진구,20.9
2009,2.서울특별시,광진구,20.6
2010,2.서울특별시,광진구,21.2
2011,2.서울특별시,광진구,20.6
2012,2.서울특별시,광진구,21.4
2013,2.서울특별시,광진구,20.9
2014,2.서울특별시,광진구,21.0
2015,2.서울특별시,광진구,24.7
2016,2.서울특별시,광진구,26.5
2017,2.서울특별시,광진구,25.2
2018,2.서울특별시,광진구,30.4
2019,2.서울특별시,광진구,29.1
2020,2.서울특별시,광진구,24.5
2021,2.서울특별시,광진구,28.5
2008,2.서울특별시,구로구,23.2
2009,2.서울특별시,구로구,24.7
2010,2.서울특별시,구로구,21.1
2011,2.서울특별시,구로구,24.3
2012,2.서울특별시,구로구,21.5
2013,2.서울특별시,구로구,26.9
2014,2.서울특별시,구로구,26.4
2015,2.서울특별시,구로구,25.1
2016,2.서울특별시,구로구,28.9
2017,2.서울특별시,구로구,27.7
2018,2.서울특별시,구로구,30.3
2019,2.서울특별시,구로구,32.2
2020,2.서울특별시,구로구,28.7
2021,2.서울특별시,구로구,28.2
2008,2.서울특별시,금천구,24.0
2009,2.서울특별시,금천구,23.3
2010,2.서울특별시,금천구,22.1
2011,2.서울특별시,금천구,21.1
2012,2.서울특별시,금천구,24.7
2013,2.서울특별시,금천구,25.8
2014,2.서울특별시,금천구,25.4
2015,2.서울특별시,금천구,29.9
2016,2.서울특별시,금천구,26.8
2017,2.서울특별시,금천구,28.7
2018,2.서울특별시,금천구,28.2
2019,2.서울특별시,금천구,34.1
2020,2.서울특별시,금천구,29.6
2021,2.서울특별시,금천구,35.6
2008,2.서울특별시,노원구,21.0
2009,2.서울특별시,노원구,19.9
2010,2.서울특별시,노원구,24.9
2011,2.서울특별시,노원구,21.0
2012,2.서울특별시,노원구,25.5
2013,2.서울특별시,노원구,23.5
2014,2.서울특별시,노원구,25.3
2015,2.서울특별시,노원구,23.9
2016,2.서울특별시,노원구,26.5
2017,2.서울특별시,노원구,27.1
2018,2.서울특별시,노원구,30.4
2019,2.서울특별시,노원구,34.6
2020,2.서울특별시,노원구,31.7
2021,2.서울특별시,노원구,29.6
2008,2.서울특별시,도봉구,14.2
2009,2.서울특별시,도봉구,21.7
2010,2.서울특별시,도봉구,26.8
2011,2.서울특별시,도봉구,24.1
2012,2.서울특별시,도봉구,24.3
2013,2.서울특별시,도봉구,27.9
2014,2.서울특별시,도봉구,23.5
2015,2.서울특별시,도봉구,25.6
2016,2.서울특별시,도봉구,27.9
2017,2.서울특별시,도봉구,27.9
2018,2.서울특별시,도봉구,27.5
2019,2.서울특별시,도봉구,35.4
2020,2.서울특별시,도봉구,36.0
2021,2.서울특별시,도봉구,34.6
2008,2.서울특별시,동대문구,23.7
2009,2.서울특별시,동대문구,19.9
2010,2.서울특별시,동대문구,22.0
2011,2.서울특별시,동대문구,25.9
2012,2.서울특별시,동대문구,26.8
2013,2.서울특별시,동대문구,25.6
2014,2.서울특별시,동대문구,26.1
2015,2.서울특별시,동대문구,24.8
2016,2.서울특별시,동대문구,27.0
2017,2.서울특별시,동대문구,26.8
2018,2.서울특별시,동대문구,29.4
2019,2.서울특별시,동대문구,35.0
2020,2.서울특별시,동대문구,30.5
2021,2.서울특별시,동대문구,31.2
2008,2.서울특별시,동작구,20.7
2009,2.서울특별시,동작구,20.8
2010,2.서울특별시,동작구,24.6
2011,2.서울특별시,동작구,22.1
2012,2.서울특별시,동작구,23.3
2013,2.서울특별시,동작구,23.2
2014,2.서울특별시,동작구,20.7
2015,2.서울특별시,동작구,25.6
2016,2.서울특별시,동작구,21.5
2017,2.서울특별시,동작구,25.0
2018,2.서울특별시,동작구,27.4
2019,2.서울특별시,동작구,29.6
2020,2.서울특별시,동작구,28.9
2021,2.서울특별시,동작구,29.6
2008,2.서울특별시,마포구,16.4
2009,2.서울특별시,마포구,19.9
2010,2.서울특별시,마포구,23.0
2011,2.서울특별시,마포구,18.3
2012,2.서울특별시,마포구,23.3
2013,2.서울특별시,마포구,22.7
2014,2.서울특별시,마포구,23.0
2015,2.서울특별시,마포구,25.0
2016,2.서울특별시,마포구,22.9
2017,2.서울특별시,마포구,22.4
2018,2.서울특별시,마포구,25.6
2019,2.서울특별시,마포구,28.9
2020,2.서울특별시,마포구,27.7
2021,2.서울특별시,마포구,26.6
2008,2.서울특별시,서대문구,21.7
2009,2.서울특별시,서대문구,19.7
2010,2.서울특별시,서대문구,22.4
2011,2.서울특별시,서대문구,25.5
2012,2.서울특별시,서대문구,25.8
2013,2.서울특별시,서대문구,26.5
2014,2.서울특별시,서대문구,24.2
2015,2.서울특별시,서대문구,23.5
2016,2.서울특별시,서대문구,23.0
2017,2.서울특별시,서대문구,26.1
2018,2.서울특별시,서대문구,28.3
