Year,시도,시군구,Value
2015,0.전국,,3.1
2016,0.전국,,3.1
2017,0.전국,,3.0
2018,0.전국,,3.0
2019,0.전국,,2.9
2020,0.전국,,2.8
2021,0.전국,,2.8
2015,1.수도권,,3.3
2016,1.수도권,,3.3
2017,1.수도권,,3.2
2018,1.수도권,,3.1
2019,1.수도권,,3.0
2020,1.수도권,,3.0
2021,1.수도권,,2.908964401
2015,2.서울특별시,,3.5
2016,2.서울특별시,,3.4
2017,2.서울특별시,,3.3
2018,2.서울특별시,,3.2
2019,2.서울특별시,,3.1
2020,2.서울특별시,,3.1
2021,2.서울특별시,,3.0
2015,2.서울특별시,강남구,3.1
2016,2.서울특별시,강남구,3.1
2017,2.서울특별시,강남구,3.1
2018,2.서울특별시,강남구,3.0
2019,2.서울특별시,강남구,3.0
2020,2.서울특별시,강남구,2.9
2015,2.서울특별시,강동구,3.7
2016,2.서울특별시,강동구,3.6
2017,2.서울특별시,강동구,3.5
2018,2.서울특별시,강동구,3.5
2019,2.서울특별시,강동구,3.3
2020,2.서울특별시,강동구,3.2
2015,2.서울특별시,강북구,3.4
2016,2.서울특별시,강북구,3.4
2017,2.서울특별시,강북구,3.3
2018,2.서울특별시,강북구,3.2
2019,2.서울특별시,강북구,3.1
2020,2.서울특별시,강북구,3.0
2015,2.서울특별시,강서구,3.1
2016,2.서울특별시,강서구,3.1
2017,2.서울특별시,강서구,3.0
2018,2.서울특별시,강서구,2.9
2019,2.서울특별시,강서구,2.8
2020,2.서울특별시,강서구,2.8
2015,2.서울특별시,관악구,4.0
2016,2.서울특별시,관악구,3.9
2017,2.서울특별시,관악구,3.8
2018,2.서울특별시,관악구,3.7
2019,2.서울특별시,관악구,3.7
2020,2.서울특별시,관악구,3.6
2015,2.서울특별시,광진구,4.4
2016,2.서울특별시,광진구,4.2
2017,2.서울특별시,광진구,4.1
2018,2.서울특별시,광진구,4.0
2019,2.서울특별시,광진구,3.8
2020,2.서울특별시,광진구,3.7
2015,2.서울특별시,구로구,3.6
2016,2.서울특별시,구로구,3.5
2017,2.서울특별시,구로구,3.4
2018,2.서울특별시,구로구,3.3
2019,2.서울특별시,구로구,3.2
2020,2.서울특별시,구로구,3.1
2015,2.서울특별시,금천구,4.1
2016,2.서울특별시,금천구,3.9
2017,2.서울특별시,금천구,3.8
2018,2.서울특별시,금천구,3.6
2019,2.서울특별시,금천구,3.5
2020,2.서울특별시,금천구,3.4
2015,2.서울특별시,노원구,3.0
2016,2.서울특별시,노원구,2.9
2017,2.서울특별시,노원구,2.9
2018,2.서울특별시,노원구,2.8
2019,2.서울특별시,노원구,2.8
2020,2.서울특별시,노원구,2.7
2015,2.서울특별시,도봉구,3.3
2016,2.서울특별시,도봉구,3.2
2017,2.서울특별시,도봉구,3.1
2018,2.서울특별시,도봉구,3.1
2019,2.서울특별시,도봉구,3.0
2020,2.서울특별시,도봉구,2.9
2015,2.서울특별시,동대문구,3.6
2016,2.서울특별시,동대문구,3.6
2017,2.서울특별시,동대문구,3.5
2018,2.서울특별시,동대문구,3.4
2019,2.서울특별시,동대문구,3.3
2020,2.서울특별시,동대문구,3.2
2015,2.서울특별시,동작구,3.6
2016,2.서울특별시,동작구,3.5
2017,2.서울특별시,동작구,3.5
2018,2.서울특별시,동작구,3.4
2019,2.서울특별시,동작구,3.3
2020,2.서울특별시,동작구,3.3
2015,2.서울특별시,마포구,3.2
2016,2.서울특별시,마포구,3.1
2017,2.서울특별시,마포구,3.0
2018,2.서울특별시,마포구,3.0
2019,2.서울특별시,마포구,2.9
2020,2.서울특별시,마포구,2.8
2015,2.서울특별시,서대문구,3.4
2016,2.서울특별시,서대문구,3.3
2017,2.서울특별시,서대문구,3.2
2018,2.서울특별시,서대문구,3.2
2019,2.서울특별시,서대문구,3.1
2020,2.서울특별시,서대문구,3.0
2015,2.서울특별시,서초구,3.3
2016,2.서울특별시,서초구,3.2
2017,2.서울특별시,서초구,3.2
2018,2.서울특별시,서초구,3.1
2019,2.서울특별시,서초구,3.1
2020,2.서울특별시,서초구,3.0
2015,2.서울특별시,성동구,3.6
2016,2.서울특별시,성동구,3.5
2017,2.서울특별시,성동구,3.4
2018,2.서울특별시,성동구,3.3
2019,2.서울특별시,성동구,3.2
2020,2.서울특별시,성동구,3.1
2015,2.서울특별시,성북구,3.5
2016,2.서울특별시,성북구,3.4
2017,2.서울특별시,성북구,3.3
2018,2.서울특별시,성북구,3.3
2019,2.서울특별시,성북구,3.2
2020,2.서울특별시,성북구,3.1
2015,2.서울특별시,송파구,3.3
2016,2.서울특별시,송파구,3.3
2017,2.서울특별시,송파구,3.2
2018,2.서울특별시,송파구,3.1
2019,2.서울특별시,송파구,3.0
2020,2.서울특별시,송파구,3.0
2015,2.서울특별시,양천구,3.4
2016,2.서울특별시,양천구,3.3
2017,2.서울특별시,양천구,3.2
2018,2.서울특별시,양천구,3.2
2019,2.서울특별시,양천구,3.1
2020,2.서울특별시,양천구,3.0
2015,2.서울특별시,영등포구,3.9
2016,2.서울특별시,영등포구,3.8
2017,2.서울특별시,영등포구,3.6
2018,2.서울특별시,영등포구,3.5
2019,2.서울특별시,영등포구,3.4
2020,2.서울특별시,영등포구,3.3
2015,2.서울특별시,용산구,3.3
2016,2.서울특별시,용산구,3.2
2017,2.서울특별시,용산구,3.2
2018,2.서울특별시,용산구,3.1
2019,2.서울특별시,용산구,3.0
2020,2.서울특별시,용산구,3.0
2015,2.서울특별시,은평구,3.3
2016,2.서울특별시,은평구,3.3
2017,2.서울특별시,은평구,3.2
2018,2.서울특별시,은평구,3.1
2019,2.서울특별시,은평구,3.0
2020,2.서울특별시,은평구,3.0
2015,2.서울특별시,종로구,3.4
2016,2.서울특별시,종로구,3.3
2017,2.서울특별시,종로구,3.2
2018,2.서울특별시,종로구,3.2
2019,2.서울특별시,종로구,3.1
2020,2.서울특별시,종로구,3.0
2015,2.서울특별시,중구,3.1
2016,2.서울특별시,중구,3.1
2017,2.서울특별시,중구,3.0
2018,2.서울특별시,중구,3.0
2019,2.서울특별시,중구,2.9
2020,2.서울특별시,중구,2.8
2015,2.서울특별시,중랑구,4.0
2016,2.서울특별시,중랑구,3.9
2017,2.서울특별시,중랑구,3.7
2018,2.서울특별시,중랑구,3.6
2019,2.서울특별시,중랑구,3.5
2020,2.서울특별시,중랑구,3.4
2015,3.인천광역시,,3.0
2016,3.인천광역시,,3.0
2017,3.인천광역시,,3.0
2018,3.인천광역시,,2.9
2019,3.인천광역시,,2.8
2020,3.인천광역시,,2.8
2021,3.인천광역시,,2.7
2015,3.인천광역시,강화군,2.5
2016,3.인천광역시,강화군,2.5
2017,3.인천광역시,강화군,2.4
2018,3.인천광역시,강화군,2.4
2019,3.인천광역시,강화군,2.4
2020,3.인천광역시,강화군,2.4
2015,3.인천광역시,계양구,3.0
2016,3.인천광역시,계양구,3.0
2017,3.인천광역시,계양구,2.9
2018,3.인천광역시,계양구,2.9
2019,3.인천광역시,계양구,2.8
2020,3.인천광역시,계양구,2.7
2015,3.인천광역시,남동구,3.0
2016,3.인천광역시,남동구,3.0
2017,3.인천광역시,남동구,2.9
2018,3.인천광역시,남동구,2.9
2019,3.인천광역시,남동구,2.8
2020,3.인천광역시,남동구,2.7
2015,3.인천광역시,동구,2.9
2016,3.인천광역시,동구,2.8
2017,3.인천광역시,동구,2.8
2018,3.인천광역시,동구,2.7
2019,3.인천광역시,동구,2.7
2020,3.인천광역시,동구,2.6
2015,3.인천광역시,미추홀구,3.0
2016,3.인천광역시,미추홀구,3.0
2017,3.인천광역시,미추홀구,2.9
2018,3.인천광역시,미추홀구,2.8
2019,3.인천광역시,미추홀구,2.7
2020,3.인천광역시,미추홀구,2.7
2015,3.인천광역시,부평구,3.1
2016,3.인천광역시,부평구,3.0
2017,3.인천광역시,부평구,3.0
2018,3.인천광역시,부평구,2.9
2019,3.인천광역시,부평구,2.8
2020,3.인천광역시,부평구,2.8
2015,3.인천광역시,서구,3.1
2016,3.인천광역시,서구,3.1
2017,3.인천광역시,서구,3.1
2018,3.인천광역시,서구,3.0
2019,3.인천광역시,서구,3.0
2020,3.인천광역시,서구,2.9
2015,3.인천광역시,연수구,3.3
2016,3.인천광역시,연수구,3.3
2017,3.인천광역시,연수구,3.2
2018,3.인천광역시,연수구,3.2
