Year,지역,Value
2001,0.전국,44.15040862
2002,0.전국,45.91536492
2003,0.전국,47.61779142
2004,0.전국,48.78964452
2005,0.전국,50.69765201
2006,0.전국,52.62876703
2007,0.전국,54.78745274
2008,0.전국,55.76646688
2009,0.전국,56.52494309
2010,0.전국,59.61319465
2011,0.전국,60.53035989
2012,0.전국,60.88394578
2013,0.전국,61.92471687
2014,0.전국,62.39234722
2015,0.전국,63.44427825
2016,0.전국,64.74090518
2017,0.전국,65.96568692
2018,0.전국,67.6338707
2019,0.전국,68.3689173
2020,0.전국,68.48150513
2001,1.수도권,45.58108415
2002,1.수도권,47.50927931
2003,1.수도권,48.57286786
2004,1.수도권,48.71597378
2005,1.수도권,50.42998497
2006,1.수도권,52.35992295
2007,1.수도권,54.27428072
2008,1.수도권,55.20428773
2009,1.수도권,56.37142478
2010,1.수도권,58.87755519
2011,1.수도권,59.55093959
2012,1.수도권,60.29824521
2013,1.수도권,61.52075022
2014,1.수도권,61.79934245
2015,1.수도권,63.79608148
2016,1.수도권,65.50982141
2017,1.수도권,67.43150962
2018,1.수도권,70.07166595
2019,1.수도권,70.82178151
2020,1.수도권,71.95127302
2001,2.충청권,45.3313554
2002,2.충청권,47.13956796
2003,2.충청권,51.00983981
2004,2.충청권,53.70134146
2005,2.충청권,56.30926081
2006,2.충청권,58.92872965
2007,2.충청권,60.47844449
2008,2.충청권,61.52454191
2009,2.충청권,63.47678934
2010,2.충청권,68.47731714
2011,2.충청권,70.76370584
2012,2.충청권,70.54030348
2013,2.충청권,71.14968957
2014,2.충청권,71.50806182
2015,2.충청권,72.2631485
2016,2.충청권,74.18993216
2017,2.충청권,76.37545856
2018,2.충청권,76.39282113
2019,2.충청권,76.60539359
2020,2.충청권,76.53444963
2001,3.호남권,42.1706104
2002,3.호남권,43.89042522
2003,3.호남권,44.99712424
2004,3.호남권,47.19763844
2005,3.호남권,48.49000293
2006,3.호남권,50.38865734
2007,3.호남권,52.32638047
2008,3.호남권,53.30586913
2009,3.호남권,52.65124934
2010,3.호남권,57.51957456
2011,3.호남권,57.07756067
2012,3.호남권,56.90917495
2013,3.호남권,57.78802033
2014,3.호남권,57.85228206
2015,3.호남권,57.60106725
2016,3.호남권,58.10468337
2017,3.호남권,59.22168385
2018,3.호남권,60.74580733
2019,3.호남권,61.74644948
2020,3.호남권,61.64862381
2001,4.대경권,36.18531601
2002,4.대경권,37.79423906
2003,4.대경권,40.52350436
2004,4.대경권,42.71740689
2005,4.대경권,45.19416611
2006,4.대경권,46.8150597
2007,4.대경권,50.21787671
2008,4.대경권,51.58961635
2009,4.대경권,50.94587259
2010,4.대경권,53.75784158
2011,4.대경권,55.05897119
2012,4.대경권,54.77151432
2013,4.대경권,56.6923637
2014,4.대경권,58.56252215
2015,4.대경권,57.83582941
2016,4.대경권,58.57598439
2017,4.대경권,58.51118443
2018,4.대경권,59.21896394
2019,4.대경권,60.08806784
2020,4.대경권,59.58665246
2001,5.동남권,48.00559348
2002,5.동남권,49.70512758
2003,5.동남권,51.31717612
2004,5.동남권,53.23112494
2005,5.동남권,55.64994603
2006,5.동남권,57.39642954
2007,5.동남권,59.85851172
2008,5.동남권,60.7144013
2009,5.동남권,61.3610307
2010,5.동남권,64.18858659
2011,5.동남권,65.47601808
2012,5.동남권,65.74214398
2013,5.동남권,65.67532181
2014,5.동남권,65.87686333
2015,5.동남권,66.39990932
2016,5.동남권,66.80170272
2017,5.동남권,66.37559471
2018,5.동남권,66.74382918
2019,5.동남권,67.68868342
2020,5.동남권,65.28814556
2001,6.강원권,40.10362707
2002,6.강원권,39.8502984
2003,6.강원권,43.07747463
2004,6.강원권,43.15237445
2005,6.강원권,43.9286213
2006,6.강원권,45.92551383
2007,6.강원권,48.17169648
2008,6.강원권,48.87467779
2009,6.강원권,48.88767194
2010,6.강원권,51.9071142
2011,6.강원권,52.45179769
2012,6.강원권,52.36352192
2013,6.강원권,54.12457224
2014,6.강원권,55.58666713
2015,6.강원권,55.15247638
2016,6.강원권,56.13795861
2017,6.강원권,55.39412911
2018,6.강원권,56.4947199
2019,6.강원권,56.79918249
2020,6.강원권,56.38885031
2001,7.제주권,34.71777358
2002,7.제주권,35.5061685
2003,7.제주권,35.32120213
2004,7.제주권,37.65034164
2005,7.제주권,37.07845775
2006,7.제주권,37.16543945
2007,7.제주권,39.49532753
2008,7.제주권,39.62050173
2009,7.제주권,42.07187543
2010,7.제주권,43.59293662
2011,7.제주권,45.00672109
2012,7.제주권,46.42788449
2013,7.제주권,47.77811327
2014,7.제주권,49.02459627
2015,7.제주권,49.99029204
2016,7.제주권,51.57138592
2017,7.제주권,51.18892246
2018,7.제주권,50.99005376
2019,7.제주권,50.22562827
2020,7.제주권,47.50660053
