Year,지역,Value
2011,0.전국,8.285110132
2012,0.전국,7.656778243
2013,0.전국,7.574467213
2014,0.전국,7.451069959
2015,0.전국,7.671111111
2016,0.전국,7.631604938
2017,0.전국,7.713168724
2018,0.전국,7.717434764
2019,0.전국,7.709281325
2020,0.전국,7.709281325
2021,0.전국,7.717224717
2011,1.수도권,8.306825397
2012,1.수도권,7.887794118
2013,1.수도권,7.643478261
2014,1.수도권,7.570724638
2015,1.수도권,7.792753623
2016,1.수도권,7.756666667
2017,1.수도권,7.847971014
2018,1.수도권,7.828997442
2019,1.수도권,7.789072594
2020,1.수도권,7.789072594
2021,1.수도권,7.782010764
2011,2.충청권,8.303529412
2012,2.충청권,7.648
2013,2.충청권,7.560277778
2014,2.충청권,7.359714286
2015,2.충청권,7.622
2016,2.충청권,7.600857143
2017,2.충청권,7.678857143
2018,2.충청권,7.778007427
2019,2.충청권,7.712526993
2020,2.충청권,7.712526993
2021,2.충청권,7.731881668
2011,3.호남권,8.305263158
2012,3.호남권,7.517272727
2013,3.호남권,7.455681818
2014,3.호남권,7.375
2015,3.호남권,7.604545455
2016,3.호남권,7.574090909
2017,3.호남권,7.597045455
2018,3.호남권,7.590362079
2019,3.호남권,7.596945365
2020,3.호남권,7.596945365
2021,3.호남권,7.630716913
2011,4.대경권,8.245789474
2012,4.대경권,7.518888889
2013,4.대경권,7.527894737
2014,4.대경권,7.311052632
2015,4.대경권,7.636842105
2016,4.대경권,7.483684211
2017,4.대경권,7.577368421
2018,4.대경권,7.470474234
2019,4.대경권,7.490750947
2020,4.대경권,7.490750947
2021,4.대경권,7.594766338
2011,5.동남권,8.2778125
2012,5.동남권,7.4396875
2013,5.동남권,7.553636364
2014,5.동남권,7.393636364
2015,5.동남권,7.505757576
2016,5.동남권,7.476969697
2017,5.동남권,7.532727273
2018,5.동남권,7.583638572
2019,5.동남권,7.690621497
2020,5.동남권,7.690621497
2021,5.동남권,7.597112325
2011,6.강원권,8.23525
2012,6.강원권,7.694146341
2013,6.강원권,7.647380952
2014,6.강원권,7.533809524
2015,6.강원권,7.742142857
2016,6.강원권,7.714761905
2017,6.강원권,7.842142857
2018,6.강원권,7.840547173
2019,6.강원권,7.827512735
2020,6.강원권,7.827512735
2021,6.강원권,7.839716632
2011,7.제주권,8.5
2012,7.제주권,6.29
2013,7.제주권,7.06
2014,7.제주권,6.82
2015,7.제주권,7.05
2016,7.제주권,7.03
2017,7.제주권,7.84
2018,7.제주권,7.427568027
2019,7.제주권,6.835
2020,7.제주권,6.835
2021,7.제주권,7.686095238
