Year,시도,시군구,Value
2001,0.전국,,35.88765316
2002,0.전국,,34.22414842
2003,0.전국,,33.16674551
2004,0.전국,,32.58983299
2005,0.전국,,32.11531928
2006,0.전국,,31.57879499
2007,0.전국,,31.21270898
2008,0.전국,,30.66771203
2009,0.전국,,30.04862261
2010,0.전국,,29.21244946
2011,0.전국,,28.34789578
2012,0.전국,,27.5809199
2013,0.전국,,26.76633888
2014,0.전국,,25.80881281
2015,0.전국,,25.20417924
2016,0.전국,,24.55042452
2017,0.전국,,23.93704302
2018,0.전국,,23.18395334
2019,0.전국,,22.52529634
2020,0.전국,,22.11292806
2021,0.전국,,22.14124982
2001,1.수도권,,38.46294082
2002,1.수도권,,36.45837849
2003,1.수도권,,35.61533203
2004,1.수도권,,34.99974151
2005,1.수도권,,34.54404621
2006,1.수도권,,33.98738178
2007,1.수도권,,33.36836801
2008,1.수도권,,32.62576584
2009,1.수도권,,31.87975873
2010,1.수도권,,30.85451761
2011,1.수도권,,29.91232655
2012,1.수도권,,29.06379967
2013,1.수도권,,28.1880669
2014,1.수도권,,27.07079396
2015,1.수도권,,26.51058259
2016,1.수도권,,25.71452396
2017,1.수도권,,25.09742723
2018,1.수도권,,24.31726657
2019,1.수도권,,23.64772165
2020,1.수도권,,23.30726176
2021,1.수도권,,23.41521075
2001,2.서울특별시,,36.49070989
2002,2.서울특별시,,34.67357964
2003,2.서울특별시,,34.077734
2004,2.서울특별시,,33.27510299
2005,2.서울특별시,,32.83886144
2006,2.서울특별시,,32.36390152
2007,2.서울특별시,,32.0028133
2008,2.서울특별시,,31.59608101
2009,2.서울특별시,,31.02334277
2010,2.서울특별시,,30.24068403
2011,2.서울특별시,,29.36279311
2012,2.서울특별시,,28.63232059
2013,2.서울특별시,,27.81058973
2014,2.서울특별시,,26.95997761
2015,2.서울특별시,,26.18522698
2016,2.서울특별시,,25.35695607
2017,2.서울특별시,,24.60159973
2018,2.서울특별시,,23.76228007
2019,2.서울특별시,,22.95697409
2020,2.서울특별시,,22.45469037
2021,2.서울특별시,,22.46684397
2001,2.서울특별시,강남구,36.37664408
2002,2.서울특별시,강남구,34.71892103
2003,2.서울특별시,강남구,34.8786924
2004,2.서울특별시,강남구,33.90332681
2005,2.서울특별시,강남구,33.59558534
2006,2.서울특별시,강남구,33.1618973
2007,2.서울특별시,강남구,32.58878871
2008,2.서울특별시,강남구,32.73960436
2009,2.서울특별시,강남구,32.33224888
2010,2.서울특별시,강남구,32.63345787
2011,2.서울특별시,강남구,32.16267339
2012,2.서울특별시,강남구,31.08290816
2013,2.서울특별시,강남구,29.88086185
2014,2.서울특별시,강남구,29.22180294
2015,2.서울특별시,강남구,28.58722359
2016,2.서울특별시,강남구,28.06451613
2017,2.서울특별시,강남구,27.29564864
2018,2.서울특별시,강남구,26.07260992
2019,2.서울특별시,강남구,25.44955248
2020,2.서울특별시,강남구,25.62586983
2021,2.서울특별시,강남구,25.89727723
2001,2.서울특별시,강동구,36.99782419
2002,2.서울특별시,강동구,34.94858612
2003,2.서울특별시,강동구,34.38093184
2004,2.서울특별시,강동구,33.27421438
2005,2.서울특별시,강동구,32.60743982
2006,2.서울특별시,강동구,32.26404996
2007,2.서울특별시,강동구,32.06569343
2008,2.서울특별시,강동구,31.62284382
2009,2.서울특별시,강동구,31.30261283
2010,2.서울특별시,강동구,30.52192362
2011,2.서울특별시,강동구,29.51147541
2012,2.서울특별시,강동구,28.6230441
2013,2.서울특별시,강동구,27.40973535
2014,2.서울특별시,강동구,26.6415547
2015,2.서울특별시,강동구,25.89132554
2016,2.서울특별시,강동구,25.21190716
2017,2.서울특별시,강동구,24.00946215
2018,2.서울특별시,강동구,23.79134467
2019,2.서울특별시,강동구,22.60719794
2020,2.서울특별시,강동구,22.45231214
2021,2.서울특별시,강동구,22.59367626
2001,2.서울특별시,강북구,36.91600354
2002,2.서울특별시,강북구,34.48225806
2003,2.서울특별시,강북구,33.92554859
2004,2.서울특별시,강북구,33.69141531
2005,2.서울특별시,강북구,33.65023474
2006,2.서울특별시,강북구,33.32018927
2007,2.서울특별시,강북구,32.70272436
2008,2.서울특별시,강북구,31.74551387
2009,2.서울특별시,강북구,31.14179104
2010,2.서울특별시,강북구,30.11361738
2011,2.서울특별시,강북구,29.40488215
2012,2.서울특별시,강북구,28.71269297
2013,2.서울특별시,강북구,28.34182777
2014,2.서울특별시,강북구,27.36865539
2015,2.서울특별시,강북구,26.58241758
2016,2.서울특별시,강북구,25.37523105
2017,2.서울특별시,강북구,24.84205519
2018,2.서울특별시,강북구,23.86372361
2019,2.서울특별시,강북구,23.11701082
2020,2.서울특별시,강북구,22.642
2021,2.서울특별시,강북구,22.34285714
2001,2.서울특별시,강서구,37.41094834
2002,2.서울특별시,강서구,35.40007746
2003,2.서울특별시,강서구,34.48919753
2004,2.서울특별시,강서구,33.55794321
2005,2.서울특별시,강서구,32.87873064
2006,2.서울특별시,강서구,32.41040892
2007,2.서울특별시,강서구,32.02831595
2008,2.서울특별시,강서구,31.74796748
2009,2.서울특별시,강서구,31.48904567
2010,2.서울특별시,강서구,30.38039805
2011,2.서울특별시,강서구,29.4303653
2012,2.서울특별시,강서구,28.8200853
2013,2.서울특별시,강서구,27.82685512
2014,2.서울특별시,강서구,26.79146919
2015,2.서울특별시,강서구,25.74655436
2016,2.서울특별시,강서구,24.87366003
2017,2.서울특별시,강서구,24.17799847
2018,2.서울특별시,강서구,23.55954198
2019,2.서울특별시,강서구,22.81640475
2020,2.서울특별시,강서구,22.05907336
2021,2.서울특별시,강서구,22.06917476
2001,2.서울특별시,관악구,36.37719298
2002,2.서울특별시,관악구,34.88130413
2003,2.서울특별시,관악구,34.14307305
2004,2.서울특별시,관악구,33.53243513
2005,2.서울특별시,관악구,32.9710926
2006,2.서울특별시,관악구,32.53676471
2007,2.서울특별시,관악구,32.009355
2008,2.서울특별시,관악구,31.47386935
2009,2.서울특별시,관악구,30.74922919
2010,2.서울특별시,관악구,29.61388743
2011,2.서울특별시,관악구,28.70461869
2012,2.서울특별시,관악구,28.01479452
2013,2.서울특별시,관악구,27.23214286
2014,2.서울특별시,관악구,25.93711742
2015,2.서울특별시,관악구,25.25879682
2016,2.서울특별시,관악구,24.24739884
2017,2.서울특별시,관악구,23.5204505
2018,2.서울특별시,관악구,22.68648649
2019,2.서울특별시,관악구,21.78918254
2020,2.서울특별시,관악구,21.04996877
2021,2.서울특별시,관악구,20.92945787
