Year,구분,A. 시도,B. 시군구,Value
2007,아파트-전세,4.경기도,광명시,47.691
2008,아파트-전세,4.경기도,광명시,48.739
2009,아파트-전세,4.경기도,광명시,47.513
2010,아파트-전세,4.경기도,광명시,52.073
2011,아파트-전세,4.경기도,광명시,60.225
2012,아파트-전세,4.경기도,광명시,58.912
2013,아파트-전세,4.경기도,광명시,65.439
2014,아파트-전세,4.경기도,광명시,71.461
2015,아파트-전세,4.경기도,광명시,78.87
2016,아파트-전세,4.경기도,광명시,82.532
2017,아파트-전세,4.경기도,광명시,85.774
2018,아파트-전세,4.경기도,광명시,84.764
2019,아파트-전세,4.경기도,광명시,86.186
2020,아파트-전세,4.경기도,광명시,97.159
2021,아파트-전세,4.경기도,광명시,105.982
2003,아파트-전세,4.경기도,광주시,51.891
2004,아파트-전세,4.경기도,광주시,46.58
2005,아파트-전세,4.경기도,광주시,51.381
2006,아파트-전세,4.경기도,광주시,57.921
2007,아파트-전세,4.경기도,광주시,59.953
2008,아파트-전세,4.경기도,광주시,60.382
2009,아파트-전세,4.경기도,광주시,61.354
2010,아파트-전세,4.경기도,광주시,63.518
2011,아파트-전세,4.경기도,광주시,72.831
2012,아파트-전세,4.경기도,광주시,74.318
2013,아파트-전세,4.경기도,광주시,76.282
2014,아파트-전세,4.경기도,광주시,81.185
2015,아파트-전세,4.경기도,광주시,87.599
2016,아파트-전세,4.경기도,광주시,89.643
2017,아파트-전세,4.경기도,광주시,92.003
2018,아파트-전세,4.경기도,광주시,88.467
2019,아파트-전세,4.경기도,광주시,88.184
2020,아파트-전세,4.경기도,광주시,94.141
2021,아파트-전세,4.경기도,광주시,104.823
2003,아파트-전세,4.경기도,구리시,40.268
2004,아파트-전세,4.경기도,구리시,38.275
2005,아파트-전세,4.경기도,구리시,39.267
2006,아파트-전세,4.경기도,구리시,47.113
2007,아파트-전세,4.경기도,구리시,48.774
2008,아파트-전세,4.경기도,구리시,47.298
2009,아파트-전세,4.경기도,구리시,54.02
2010,아파트-전세,4.경기도,구리시,58.648
2011,아파트-전세,4.경기도,구리시,69.815
2012,아파트-전세,4.경기도,구리시,70.161
2013,아파트-전세,4.경기도,구리시,74.878
2014,아파트-전세,4.경기도,구리시,80.383
2015,아파트-전세,4.경기도,구리시,89.698
2016,아파트-전세,4.경기도,구리시,90.894
2017,아파트-전세,4.경기도,구리시,91.24
2018,아파트-전세,4.경기도,구리시,86.781
2019,아파트-전세,4.경기도,구리시,85.055
2020,아파트-전세,4.경기도,구리시,96.897
2021,아파트-전세,4.경기도,구리시,103.465
2003,아파트-전세,4.경기도,군포시,47.303
2004,아파트-전세,4.경기도,군포시,45.895
2005,아파트-전세,4.경기도,군포시,50.862
2006,아파트-전세,4.경기도,군포시,61.68
2007,아파트-전세,4.경기도,군포시,59.662
2008,아파트-전세,4.경기도,군포시,58.386
2009,아파트-전세,4.경기도,군포시,61.558
2010,아파트-전세,4.경기도,군포시,64.291
2011,아파트-전세,4.경기도,군포시,78.33
2012,아파트-전세,4.경기도,군포시,72.703
2013,아파트-전세,4.경기도,군포시,77.821
2014,아파트-전세,4.경기도,군포시,83.425
2015,아파트-전세,4.경기도,군포시,93.327
2016,아파트-전세,4.경기도,군포시,96.142
2017,아파트-전세,4.경기도,군포시,96.758
2018,아파트-전세,4.경기도,군포시,94.532
2019,아파트-전세,4.경기도,군포시,90.12
2020,아파트-전세,4.경기도,군포시,96.531
2021,아파트-전세,4.경기도,군포시,108.532
2003,아파트-전세,4.경기도,김포시,49.289
2004,아파트-전세,4.경기도,김포시,45.426
2005,아파트-전세,4.경기도,김포시,50.144
2006,아파트-전세,4.경기도,김포시,62.025
2007,아파트-전세,4.경기도,김포시,60.822
2008,아파트-전세,4.경기도,김포시,60.796
2009,아파트-전세,4.경기도,김포시,63.658
2010,아파트-전세,4.경기도,김포시,67.767
2011,아파트-전세,4.경기도,김포시,69.774
2012,아파트-전세,4.경기도,김포시,69.598
2013,아파트-전세,4.경기도,김포시,75.631
2014,아파트-전세,4.경기도,김포시,82.018
2015,아파트-전세,4.경기도,김포시,93.525
2016,아파트-전세,4.경기도,김포시,96.086
2017,아파트-전세,4.경기도,김포시,96.116
2018,아파트-전세,4.경기도,김포시,93.388
2019,아파트-전세,4.경기도,김포시,92.61
2020,아파트-전세,4.경기도,김포시,97.198
2021,아파트-전세,4.경기도,김포시,104.429
2003,아파트-전세,4.경기도,남양주시,40.163
2004,아파트-전세,4.경기도,남양주시,35.98
2005,아파트-전세,4.경기도,남양주시,35.427
2006,아파트-전세,4.경기도,남양주시,43.912
2007,아파트-전세,4.경기도,남양주시,45.844
2008,아파트-전세,4.경기도,남양주시,47.84
2009,아파트-전세,4.경기도,남양주시,51.186
2010,아파트-전세,4.경기도,남양주시,55.127
2011,아파트-전세,4.경기도,남양주시,65.735
2012,아파트-전세,4.경기도,남양주시,64.409
2013,아파트-전세,4.경기도,남양주시,69.683
2014,아파트-전세,4.경기도,남양주시,74.213
2015,아파트-전세,4.경기도,남양주시,82.317
2016,아파트-전세,4.경기도,남양주시,84.306
2017,아파트-전세,4.경기도,남양주시,85.144
2018,아파트-전세,4.경기도,남양주시,83.178
2019,아파트-전세,4.경기도,남양주시,82.451
2020,아파트-전세,4.경기도,남양주시,91.196
2021,아파트-전세,4.경기도,남양주시,107.168
2003,아파트-전세,4.경기도,동두천시,41.381
2004,아파트-전세,4.경기도,동두천시,34.276
2005,아파트-전세,4.경기도,동두천시,35.644
2006,아파트-전세,4.경기도,동두천시,36.12
2007,아파트-전세,4.경기도,동두천시,44.464
2008,아파트-전세,4.경기도,동두천시,60.187
2009,아파트-전세,4.경기도,동두천시,59.432
2010,아파트-전세,4.경기도,동두천시,58.86
2011,아파트-전세,4.경기도,동두천시,68.091
2012,아파트-전세,4.경기도,동두천시,69.074
2013,아파트-전세,4.경기도,동두천시,72.92
2014,아파트-전세,4.경기도,동두천시,75.601
2015,아파트-전세,4.경기도,동두천시,83.958
2016,아파트-전세,4.경기도,동두천시,87.823
2017,아파트-전세,4.경기도,동두천시,90.157
2018,아파트-전세,4.경기도,동두천시,88.784
2019,아파트-전세,4.경기도,동두천시,88.962
2020,아파트-전세,4.경기도,동두천시,90.944
2021,아파트-전세,4.경기도,동두천시,105.889
2003,아파트-전세,4.경기도,부천시,44.339
2004,아파트-전세,4.경기도,부천시,41.877
2005,아파트-전세,4.경기도,부천시,43.404
2006,아파트-전세,4.경기도,부천시,48.132
2007,아파트-전세,4.경기도,부천시,49.514
2008,아파트-전세,4.경기도,부천시,50.578
2009,아파트-전세,4.경기도,부천시,54.081
2010,아파트-전세,4.경기도,부천시,58.331
2011,아파트-전세,4.경기도,부천시,63.012
2012,아파트-전세,4.경기도,부천시,64.345
2013,아파트-전세,4.경기도,부천시,71.752
2014,아파트-전세,4.경기도,부천시,76.853
2015,아파트-전세,4.경기도,부천시,85.585
2016,아파트-전세,4.경기도,부천시,89.588
2017,아파트-전세,4.경기도,부천시,91.393
2018,아파트-전세,4.경기도,부천시,90.939
2019,아파트-전세,4.경기도,부천시,91.117
2020,아파트-전세,4.경기도,부천시,96.014
2021,아파트-전세,4.경기도,부천시,105.49
2003,아파트-전세,4.경기도,성남시,47.165
2004,아파트-전세,4.경기도,성남시,43.814
2005,아파트-전세,4.경기도,성남시,55.584
2006,아파트-전세,4.경기도,성남시,56.638
2007,아파트-전세,4.경기도,성남시,57.012
2008,아파트-전세,4.경기도,성남시,54.376
2009,아파트-전세,4.경기도,성남시,55.197
2010,아파트-전세,4.경기도,성남시,61.439
2011,아파트-전세,4.경기도,성남시,69.949
2012,아파트-전세,4.경기도,성남시,69.343
2013,아파트-전세,4.경기도,성남시,76.245
2014,아파트-전세,4.경기도,성남시,83.313
2015,아파트-전세,4.경기도,성남시,88.515
2016,아파트-전세,4.경기도,성남시,89.91
2017,아파트-전세,4.경기도,성남시,93.246
2018,아파트-전세,4.경기도,성남시,91.042
2019,아파트-전세,4.경기도,성남시,91.174
2020,아파트-전세,4.경기도,성남시,97.732
2021,아파트-전세,4.경기도,성남시,101.407
2003,아파트-전세,4.경기도,수원시,44.097
2004,아파트-전세,4.경기도,수원시,39.209
2005,아파트-전세,4.경기도,수원시,45.724
2006,아파트-전세,4.경기도,수원시,53.143
2007,아파트-전세,4.경기도,수원시,53.119
2008,아파트-전세,4.경기도,수원시,49.167
2009,아파트-전세,4.경기도,수원시,52.354
2010,아파트-전세,4.경기도,수원시,57.388
2011,아파트-전세,4.경기도,수원시,66.703
2012,아파트-전세,4.경기도,수원시,65.896
2013,아파트-전세,4.경기도,수원시,71.263
2014,아파트-전세,4.경기도,수원시,78.406
2015,아파트-전세,4.경기도,수원시,84.131
2016,아파트-전세,4.경기도,수원시,86.201
2017,아파트-전세,4.경기도,수원시,86.903
2018,아파트-전세,4.경기도,수원시,84.563
2019,아파트-전세,4.경기도,수원시,83.155
2020,아파트-전세,4.경기도,수원시,95.946
2021,아파트-전세,4.경기도,수원시,104.687
2003,아파트-전세,4.경기도,시흥시,42.001
2004,아파트-전세,4.경기도,시흥시,39.017
2005,아파트-전세,4.경기도,시흥시,42.232
2006,아파트-전세,4.경기도,시흥시,48.023
2007,아파트-전세,4.경기도,시흥시,53.522
2008,아파트-전세,4.경기도,시흥시,54.203
2009,아파트-전세,4.경기도,시흥시,53.928
2010,아파트-전세,4.경기도,시흥시,60.467
2011,아파트-전세,4.경기도,시흥시,67.872
2012,아파트-전세,4.경기도,시흥시,69.516
2013,아파트-전세,4.경기도,시흥시,74.306
2014,아파트-전세,4.경기도,시흥시,78.999
2015,아파트-전세,4.경기도,시흥시,89.33
2016,아파트-전세,4.경기도,시흥시,92.007
2017,아파트-전세,4.경기도,시흥시,92.505
2018,아파트-전세,4.경기도,시흥시,86.683
2019,아파트-전세,4.경기도,시흥시,84.606
2020,아파트-전세,4.경기도,시흥시,88.329
2021,아파트-전세,4.경기도,시흥시,113.435
2003,아파트-전세,4.경기도,안산시,39.332
2004,아파트-전세,4.경기도,안산시,39.09
2005,아파트-전세,4.경기도,안산시,40.543
2006,아파트-전세,4.경기도,안산시,49.302
2007,아파트-전세,4.경기도,안산시,54.651
2008,아파트-전세,4.경기도,안산시,54.167
2009,아파트-전세,4.경기도,안산시,54.038
2010,아파트-전세,4.경기도,안산시,59.765
2011,아파트-전세,4.경기도,안산시,69.26
2012,아파트-전세,4.경기도,안산시,69.999
2013,아파트-전세,4.경기도,안산시,74.95
2014,아파트-전세,4.경기도,안산시,82.293
2015,아파트-전세,4.경기도,안산시,95.515
2016,아파트-전세,4.경기도,안산시,97.538
2017,아파트-전세,4.경기도,안산시,98.303
2018,아파트-전세,4.경기도,안산시,84.317
2019,아파트-전세,4.경기도,안산시,86.201
2020,아파트-전세,4.경기도,안산시,91.805
2021,아파트-전세,4.경기도,안산시,110.925
2003,아파트-전세,4.경기도,안성시,59.192
2004,아파트-전세,4.경기도,안성시,60.304
2005,아파트-전세,4.경기도,안성시,61.263
2006,아파트-전세,4.경기도,안성시,64.747
2007,아파트-전세,4.경기도,안성시,64.407
2008,아파트-전세,4.경기도,안성시,66.354
2009,아파트-전세,4.경기도,안성시,67.608
2010,아파트-전세,4.경기도,안성시,68.64
2011,아파트-전세,4.경기도,안성시,74.07
2012,아파트-전세,4.경기도,안성시,79.178
2013,아파트-전세,4.경기도,안성시,89.57
2014,아파트-전세,4.경기도,안성시,99.42
2015,아파트-전세,4.경기도,안성시,105.924
2016,아파트-전세,4.경기도,안성시,107.237
2017,아파트-전세,4.경기도,안성시,108.347
2018,아파트-전세,4.경기도,안성시,93.2
2019,아파트-전세,4.경기도,안성시,89.588
2020,아파트-전세,4.경기도,안성시,93.985
2021,아파트-전세,4.경기도,안성시,111.937
2003,아파트-전세,4.경기도,안양시,41.579
2004,아파트-전세,4.경기도,안양시,41.503
2005,아파트-전세,4.경기도,안양시,47.275
2006,아파트-전세,4.경기도,안양시,53.123
2007,아파트-전세,4.경기도,안양시,53.988
2008,아파트-전세,4.경기도,안양시,52.979
2009,아파트-전세,4.경기도,안양시,54.385
2010,아파트-전세,4.경기도,안양시,58.234
2011,아파트-전세,4.경기도,안양시,66.608
2012,아파트-전세,4.경기도,안양시,64.994
2013,아파트-전세,4.경기도,안양시,69.804
2014,아파트-전세,4.경기도,안양시,77.573
2015,아파트-전세,4.경기도,안양시,87.65
2016,아파트-전세,4.경기도,안양시,90.771
2017,아파트-전세,4.경기도,안양시,91.944
2018,아파트-전세,4.경기도,안양시,90.649
2019,아파트-전세,4.경기도,안양시,89.396
2020,아파트-전세,4.경기도,안양시,97.161
2021,아파트-전세,4.경기도,안양시,104.827
2003,아파트-전세,4.경기도,양주시,40.818
2004,아파트-전세,4.경기도,양주시,39.47
2005,아파트-전세,4.경기도,양주시,37.81
2006,아파트-전세,4.경기도,양주시,40.463
2007,아파트-전세,4.경기도,양주시,44.228
2008,아파트-전세,4.경기도,양주시,55.237
2009,아파트-전세,4.경기도,양주시,55.659
2010,아파트-전세,4.경기도,양주시,55.52
2011,아파트-전세,4.경기도,양주시,65.289
2012,아파트-전세,4.경기도,양주시,70.653
2013,아파트-전세,4.경기도,양주시,73.256
2014,아파트-전세,4.경기도,양주시,76.696
2015,아파트-전세,4.경기도,양주시,86.564
2016,아파트-전세,4.경기도,양주시,91.598
2017,아파트-전세,4.경기도,양주시,93.093
2018,아파트-전세,4.경기도,양주시,90.738
2019,아파트-전세,4.경기도,양주시,89.028
2020,아파트-전세,4.경기도,양주시,92.611
2021,아파트-전세,4.경기도,양주시,109.645
2012,아파트-전세,4.경기도,여주시,91.09
2013,아파트-전세,4.경기도,여주시,94.559
2014,아파트-전세,4.경기도,여주시,97.14
2015,아파트-전세,4.경기도,여주시,101.736
2016,아파트-전세,4.경기도,여주시,103.707
2017,아파트-전세,4.경기도,여주시,105.033
2018,아파트-전세,4.경기도,여주시,104.116
2019,아파트-전세,4.경기도,여주시,98.817
2020,아파트-전세,4.경기도,여주시,97.776
2021,아파트-전세,4.경기도,여주시,104.56
2003,아파트-전세,4.경기도,오산시,48.357
2004,아파트-전세,4.경기도,오산시,45.065
2005,아파트-전세,4.경기도,오산시,48.211
2006,아파트-전세,4.경기도,오산시,52.122
2007,아파트-전세,4.경기도,오산시,49.498
2008,아파트-전세,4.경기도,오산시,52.733
2009,아파트-전세,4.경기도,오산시,55.388
2010,아파트-전세,4.경기도,오산시,60.601
2011,아파트-전세,4.경기도,오산시,73.457
2012,아파트-전세,4.경기도,오산시,75.089
2013,아파트-전세,4.경기도,오산시,79.788
2014,아파트-전세,4.경기도,오산시,88.067
2015,아파트-전세,4.경기도,오산시,93.77
2016,아파트-전세,4.경기도,오산시,94.812
2017,아파트-전세,4.경기도,오산시,94.144
2018,아파트-전세,4.경기도,오산시,85.354
2019,아파트-전세,4.경기도,오산시,84.863
2020,아파트-전세,4.경기도,오산시,93.772
2021,아파트-전세,4.경기도,오산시,107.711
2003,아파트-전세,4.경기도,용인시,41.23
2004,아파트-전세,4.경기도,용인시,35.215
2005,아파트-전세,4.경기도,용인시,49.203
2006,아파트-전세,4.경기도,용인시,51.555
2007,아파트-전세,4.경기도,용인시,52.26
2008,아파트-전세,4.경기도,용인시,50.542
2009,아파트-전세,4.경기도,용인시,53.174
2010,아파트-전세,4.경기도,용인시,59.624
2011,아파트-전세,4.경기도,용인시,72.543
2012,아파트-전세,4.경기도,용인시,72.291
2013,아파트-전세,4.경기도,용인시,75.83
2014,아파트-전세,4.경기도,용인시,81.128
2015,아파트-전세,4.경기도,용인시,86.271
2016,아파트-전세,4.경기도,용인시,87.526
2017,아파트-전세,4.경기도,용인시,87.526
2018,아파트-전세,4.경기도,용인시,83.22
2019,아파트-전세,4.경기도,용인시,81.198
2020,아파트-전세,4.경기도,용인시,95.831
2021,아파트-전세,4.경기도,용인시,104.386
2003,아파트-전세,4.경기도,의왕시,42.978
2004,아파트-전세,4.경기도,의왕시,41.459
2005,아파트-전세,4.경기도,의왕시,45.958
2006,아파트-전세,4.경기도,의왕시,52.279
2007,아파트-전세,4.경기도,의왕시,53.638
2008,아파트-전세,4.경기도,의왕시,50.914
2009,아파트-전세,4.경기도,의왕시,52.179
2010,아파트-전세,4.경기도,의왕시,56.713
2011,아파트-전세,4.경기도,의왕시,66.997
2012,아파트-전세,4.경기도,의왕시,65.228
2013,아파트-전세,4.경기도,의왕시,76.895
2014,아파트-전세,4.경기도,의왕시,81.489
2015,아파트-전세,4.경기도,의왕시,88.31
2016,아파트-전세,4.경기도,의왕시,90.218
2017,아파트-전세,4.경기도,의왕시,91.685
2018,아파트-전세,4.경기도,의왕시,91.132
2019,아파트-전세,4.경기도,의왕시,84.695
2020,아파트-전세,4.경기도,의왕시,93.265
2021,아파트-전세,4.경기도,의왕시,105.514
2003,아파트-전세,4.경기도,의정부시,42.417
2004,아파트-전세,4.경기도,의정부시,39.826
2005,아파트-전세,4.경기도,의정부시,40.607
2006,아파트-전세,4.경기도,의정부시,45.044
2007,아파트-전세,4.경기도,의정부시,51.122
2008,아파트-전세,4.경기도,의정부시,54.56
2009,아파트-전세,4.경기도,의정부시,54.758
2010,아파트-전세,4.경기도,의정부시,56.999
2011,아파트-전세,4.경기도,의정부시,64.358
2012,아파트-전세,4.경기도,의정부시,68.138
2013,아파트-전세,4.경기도,의정부시,72.969
2014,아파트-전세,4.경기도,의정부시,75.467
2015,아파트-전세,4.경기도,의정부시,83.03
2016,아파트-전세,4.경기도,의정부시,86.626
2017,아파트-전세,4.경기도,의정부시,87.732
2018,아파트-전세,4.경기도,의정부시,87.38
2019,아파트-전세,4.경기도,의정부시,87.06
2020,아파트-전세,4.경기도,의정부시,93.015
2021,아파트-전세,4.경기도,의정부시,105.072
2003,아파트-전세,4.경기도,이천시,46.721
2004,아파트-전세,4.경기도,이천시,49.34
2005,아파트-전세,4.경기도,이천시,50.969
2006,아파트-전세,4.경기도,이천시,53.969
2007,아파트-전세,4.경기도,이천시,60.095
2008,아파트-전세,4.경기도,이천시,62.912
2009,아파트-전세,4.경기도,이천시,61.044
2010,아파트-전세,4.경기도,이천시,62.605
2011,아파트-전세,4.경기도,이천시,76.594
2012,아파트-전세,4.경기도,이천시,77.254
2013,아파트-전세,4.경기도,이천시,83.571
2014,아파트-전세,4.경기도,이천시,87.234
2015,아파트-전세,4.경기도,이천시,95.162
2016,아파트-전세,4.경기도,이천시,98.233
2017,아파트-전세,4.경기도,이천시,98.742
2018,아파트-전세,4.경기도,이천시,98.902
2019,아파트-전세,4.경기도,이천시,95.098
2020,아파트-전세,4.경기도,이천시,96.465
2021,아파트-전세,4.경기도,이천시,110.515
2003,아파트-전세,4.경기도,파주시,48.838
2004,아파트-전세,4.경기도,파주시,44.977
2005,아파트-전세,4.경기도,파주시,48.809
2006,아파트-전세,4.경기도,파주시,51.034
2007,아파트-전세,4.경기도,파주시,53.462
2008,아파트-전세,4.경기도,파주시,60.82
2009,아파트-전세,4.경기도,파주시,63.602
2010,아파트-전세,4.경기도,파주시,62.73
2011,아파트-전세,4.경기도,파주시,71.846
2012,아파트-전세,4.경기도,파주시,69.736
2013,아파트-전세,4.경기도,파주시,78.084
2014,아파트-전세,4.경기도,파주시,85.424
2015,아파트-전세,4.경기도,파주시,97.961
2016,아파트-전세,4.경기도,파주시,101.756
2017,아파트-전세,4.경기도,파주시,101.651
2018,아파트-전세,4.경기도,파주시,93.722
2019,아파트-전세,4.경기도,파주시,93.956
2020,아파트-전세,4.경기도,파주시,95.475
2021,아파트-전세,4.경기도,파주시,105.989
2003,아파트-전세,4.경기도,평택시,57.857
2004,아파트-전세,4.경기도,평택시,57.108
2005,아파트-전세,4.경기도,평택시,56.456
2006,아파트-전세,4.경기도,평택시,62.596
2007,아파트-전세,4.경기도,평택시,65.072
2008,아파트-전세,4.경기도,평택시,68.478
2009,아파트-전세,4.경기도,평택시,68.128
2010,아파트-전세,4.경기도,평택시,72.027
2011,아파트-전세,4.경기도,평택시,83.85
2012,아파트-전세,4.경기도,평택시,86.258
2013,아파트-전세,4.경기도,평택시,87.163
2014,아파트-전세,4.경기도,평택시,90.302
2015,아파트-전세,4.경기도,평택시,95.561
2016,아파트-전세,4.경기도,평택시,98.303
2017,아파트-전세,4.경기도,평택시,97.655
2018,아파트-전세,4.경기도,평택시,87.523
2019,아파트-전세,4.경기도,평택시,83.082
2020,아파트-전세,4.경기도,평택시,91.092
2021,아파트-전세,4.경기도,평택시,107.534
2012,아파트-전세,4.경기도,포천시,73.66
2013,아파트-전세,4.경기도,포천시,79.435
2014,아파트-전세,4.경기도,포천시,83.317
2015,아파트-전세,4.경기도,포천시,93.121
2016,아파트-전세,4.경기도,포천시,98.239
2017,아파트-전세,4.경기도,포천시,99.291
2018,아파트-전세,4.경기도,포천시,96.311
2019,아파트-전세,4.경기도,포천시,95.24
2020,아파트-전세,4.경기도,포천시,97.013
2021,아파트-전세,4.경기도,포천시,105.379
2003,아파트-전세,4.경기도,하남시,43.194
2004,아파트-전세,4.경기도,하남시,34.698
2005,아파트-전세,4.경기도,하남시,42.219
2006,아파트-전세,4.경기도,하남시,46.086
2007,아파트-전세,4.경기도,하남시,44.823
2008,아파트-전세,4.경기도,하남시,41.045
2009,아파트-전세,4.경기도,하남시,48.156
2010,아파트-전세,4.경기도,하남시,53.277
2011,아파트-전세,4.경기도,하남시,63.025
2012,아파트-전세,4.경기도,하남시,63.772
2013,아파트-전세,4.경기도,하남시,67.134
2014,아파트-전세,4.경기도,하남시,70.794
2015,아파트-전세,4.경기도,하남시,81.973
2016,아파트-전세,4.경기도,하남시,81.158
2017,아파트-전세,4.경기도,하남시,83.273
2018,아파트-전세,4.경기도,하남시,76.772
2019,아파트-전세,4.경기도,하남시,82.662
2020,아파트-전세,4.경기도,하남시,100.52
2021,아파트-전세,4.경기도,하남시,104.999
2003,아파트-전세,4.경기도,화성시,42.486
2004,아파트-전세,4.경기도,화성시,35.669
2005,아파트-전세,4.경기도,화성시,42.591
2006,아파트-전세,4.경기도,화성시,47.647
2007,아파트-전세,4.경기도,화성시,44.502
2008,아파트-전세,4.경기도,화성시,43.222
2009,아파트-전세,4.경기도,화성시,49.08
2010,아파트-전세,4.경기도,화성시,54.012
2011,아파트-전세,4.경기도,화성시,68.813
2012,아파트-전세,4.경기도,화성시,70.015
2013,아파트-전세,4.경기도,화성시,78.14
2014,아파트-전세,4.경기도,화성시,87.729
2015,아파트-전세,4.경기도,화성시,89.369
2016,아파트-전세,4.경기도,화성시,91.246
2017,아파트-전세,4.경기도,화성시,91.0
2018,아파트-전세,4.경기도,화성시,86.382
2019,아파트-전세,4.경기도,화성시,85.132
2020,아파트-전세,4.경기도,화성시,96.812
2021,아파트-전세,4.경기도,화성시,105.508
2015,아파트-월세,0.전국,,103.128
2016,아파트-월세,0.전국,,102.152
2017,아파트-월세,0.전국,,101.206
2018,아파트-월세,0.전국,,100.129
2019,아파트-월세,0.전국,,99.234
2020,아파트-월세,0.전국,,99.369
2021,아파트-월세,0.전국,,101.9
2015,아파트-월세,1.수도권,,102.015
2016,아파트-월세,1.수도권,,101.108
2017,아파트-월세,1.수도권,,100.578
2018,아파트-월세,1.수도권,,100.484
2019,아파트-월세,1.수도권,,99.857
2020,아파트-월세,1.수도권,,99.556
2021,아파트-월세,1.수도권,,102.271
2015,아파트-월세,2.서울특별시,,103.442
2016,아파트-월세,2.서울특별시,,101.937
2017,아파트-월세,2.서울특별시,,100.819
2018,아파트-월세,2.서울특별시,,100.394
2019,아파트-월세,2.서울특별시,,100.225
2020,아파트-월세,2.서울특별시,,99.922
2021,아파트-월세,2.서울특별시,,101.571
2015,아파트-월세,2.서울특별시,강남구,104.605
2016,아파트-월세,2.서울특별시,강남구,102.657
2017,아파트-월세,2.서울특별시,강남구,101.565
2018,아파트-월세,2.서울특별시,강남구,101.383
2019,아파트-월세,2.서울특별시,강남구,100.623
2020,아파트-월세,2.서울특별시,강남구,99.668
2021,아파트-월세,2.서울특별시,강남구,101.123
2015,아파트-월세,2.서울특별시,강동구,105.474
2016,아파트-월세,2.서울특별시,강동구,101.346
2017,아파트-월세,2.서울특별시,강동구,98.667
2018,아파트-월세,2.서울특별시,강동구,98.873
2019,아파트-월세,2.서울특별시,강동구,99.606
2020,아파트-월세,2.서울특별시,강동구,99.542
2021,아파트-월세,2.서울특별시,강동구,107.978
2015,아파트-월세,2.서울특별시,강북구,102.361
2016,아파트-월세,2.서울특별시,강북구,101.908
2017,아파트-월세,2.서울특별시,강북구,101.037
2018,아파트-월세,2.서울특별시,강북구,100.553
2019,아파트-월세,2.서울특별시,강북구,100.804
2020,아파트-월세,2.서울특별시,강북구,100.31
2021,아파트-월세,2.서울특별시,강북구,106.323
2015,아파트-월세,2.서울특별시,강서구,104.094
2016,아파트-월세,2.서울특별시,강서구,102.721
2017,아파트-월세,2.서울특별시,강서구,101.722
2018,아파트-월세,2.서울특별시,강서구,100.442
2019,아파트-월세,2.서울특별시,강서구,100.274
2020,아파트-월세,2.서울특별시,강서구,99.956
2021,아파트-월세,2.서울특별시,강서구,97.027
2015,아파트-월세,2.서울특별시,관악구,104.536
2016,아파트-월세,2.서울특별시,관악구,102.984
2017,아파트-월세,2.서울특별시,관악구,100.573
2018,아파트-월세,2.서울특별시,관악구,100.86
2019,아파트-월세,2.서울특별시,관악구,100.529
2020,아파트-월세,2.서울특별시,관악구,100.216
2021,아파트-월세,2.서울특별시,관악구,100.297
2015,아파트-월세,2.서울특별시,광진구,105.383
2016,아파트-월세,2.서울특별시,광진구,104.085
2017,아파트-월세,2.서울특별시,광진구,102.617
2018,아파트-월세,2.서울특별시,광진구,101.779
2019,아파트-월세,2.서울특별시,광진구,101.061
2020,아파트-월세,2.서울특별시,광진구,100.141
2021,아파트-월세,2.서울특별시,광진구,100.554
2015,아파트-월세,2.서울특별시,구로구,102.824
2016,아파트-월세,2.서울특별시,구로구,102.261
2017,아파트-월세,2.서울특별시,구로구,101.164
2018,아파트-월세,2.서울특별시,구로구,100.576
2019,아파트-월세,2.서울특별시,구로구,101.012
2020,아파트-월세,2.서울특별시,구로구,100.229
2021,아파트-월세,2.서울특별시,구로구,100.325
2015,아파트-월세,2.서울특별시,금천구,102.091
2016,아파트-월세,2.서울특별시,금천구,101.767
2017,아파트-월세,2.서울특별시,금천구,101.253
2018,아파트-월세,2.서울특별시,금천구,100.585
2019,아파트-월세,2.서울특별시,금천구,100.032
2020,아파트-월세,2.서울특별시,금천구,99.832
2021,아파트-월세,2.서울특별시,금천구,99.37
2015,아파트-월세,2.서울특별시,노원구,101.237
2016,아파트-월세,2.서울특별시,노원구,100.635
2017,아파트-월세,2.서울특별시,노원구,100.493
2018,아파트-월세,2.서울특별시,노원구,100.13
2019,아파트-월세,2.서울특별시,노원구,100.062
2020,아파트-월세,2.서울특별시,노원구,100.124
2021,아파트-월세,2.서울특별시,노원구,101.19
2015,아파트-월세,2.서울특별시,도봉구,101.314
2016,아파트-월세,2.서울특별시,도봉구,100.337
2017,아파트-월세,2.서울특별시,도봉구,99.671
2018,아파트-월세,2.서울특별시,도봉구,99.281
2019,아파트-월세,2.서울특별시,도봉구,99.492
2020,아파트-월세,2.서울특별시,도봉구,99.511
2021,아파트-월세,2.서울특별시,도봉구,101.956
2015,아파트-월세,2.서울특별시,동대문구,102.181
2016,아파트-월세,2.서울특별시,동대문구,101.076
2017,아파트-월세,2.서울특별시,동대문구,100.182
2018,아파트-월세,2.서울특별시,동대문구,99.936
2019,아파트-월세,2.서울특별시,동대문구,99.718
2020,아파트-월세,2.서울특별시,동대문구,100.051
2021,아파트-월세,2.서울특별시,동대문구,103.924
2015,아파트-월세,2.서울특별시,동작구,104.434
2016,아파트-월세,2.서울특별시,동작구,102.649
2017,아파트-월세,2.서울특별시,동작구,100.413
