Year,구분,A. 시도,B. 시군구,Value
2013,아파트-전세,2.서울특별시,강북구,74.542
2014,아파트-전세,2.서울특별시,강북구,79.662
2015,아파트-전세,2.서울특별시,강북구,88.807
2016,아파트-전세,2.서울특별시,강북구,90.849
2017,아파트-전세,2.서울특별시,강북구,91.797
2018,아파트-전세,2.서울특별시,강북구,94.39
2019,아파트-전세,2.서울특별시,강북구,92.528
2020,아파트-전세,2.서울특별시,강북구,97.476
2021,아파트-전세,2.서울특별시,강북구,102.935
2003,아파트-전세,2.서울특별시,도봉구,50.142
2004,아파트-전세,2.서울특별시,도봉구,47.324
2005,아파트-전세,2.서울특별시,도봉구,49.274
2006,아파트-전세,2.서울특별시,도봉구,54.81
2007,아파트-전세,2.서울특별시,도봉구,57.534
2008,아파트-전세,2.서울특별시,도봉구,59.716
2009,아파트-전세,2.서울특별시,도봉구,63.384
2010,아파트-전세,2.서울특별시,도봉구,65.605
2011,아파트-전세,2.서울특별시,도봉구,76.368
2012,아파트-전세,2.서울특별시,도봉구,75.17
2013,아파트-전세,2.서울특별시,도봉구,81.471
2014,아파트-전세,2.서울특별시,도봉구,86.152
2015,아파트-전세,2.서울특별시,도봉구,93.917
2016,아파트-전세,2.서울특별시,도봉구,96.795
2017,아파트-전세,2.서울특별시,도봉구,96.765
2018,아파트-전세,2.서울특별시,도봉구,96.556
2019,아파트-전세,2.서울특별시,도봉구,95.439
2020,아파트-전세,2.서울특별시,도봉구,98.55
2021,아파트-전세,2.서울특별시,도봉구,103.153
2003,아파트-전세,2.서울특별시,노원구,43.903
2004,아파트-전세,2.서울특별시,노원구,42.1
2005,아파트-전세,2.서울특별시,노원구,42.71
2006,아파트-전세,2.서울특별시,노원구,49.231
2007,아파트-전세,2.서울특별시,노원구,52.191
2008,아파트-전세,2.서울특별시,노원구,54.258
2009,아파트-전세,2.서울특별시,노원구,57.541
2010,아파트-전세,2.서울특별시,노원구,60.65
2011,아파트-전세,2.서울특별시,노원구,70.178
2012,아파트-전세,2.서울특별시,노원구,68.166
2013,아파트-전세,2.서울특별시,노원구,74.584
2014,아파트-전세,2.서울특별시,노원구,79.32
2015,아파트-전세,2.서울특별시,노원구,89.839
2016,아파트-전세,2.서울특별시,노원구,91.461
2017,아파트-전세,2.서울특별시,노원구,91.94
2018,아파트-전세,2.서울특별시,노원구,91.511
2019,아파트-전세,2.서울특별시,노원구,92.087
2020,아파트-전세,2.서울특별시,노원구,95.653
2021,아파트-전세,2.서울특별시,노원구,103.991
2003,아파트-전세,2.서울특별시,은평구,56.48
2004,아파트-전세,2.서울특별시,은평구,52.991
2005,아파트-전세,2.서울특별시,은평구,54.498
2006,아파트-전세,2.서울특별시,은평구,61.285
2007,아파트-전세,2.서울특별시,은평구,64.834
2008,아파트-전세,2.서울특별시,은평구,63.17
2009,아파트-전세,2.서울특별시,은평구,65.754
2010,아파트-전세,2.서울특별시,은평구,65.476
2011,아파트-전세,2.서울특별시,은평구,71.526
2012,아파트-전세,2.서울특별시,은평구,71.284
2013,아파트-전세,2.서울특별시,은평구,76.214
2014,아파트-전세,2.서울특별시,은평구,80.473
2015,아파트-전세,2.서울특별시,은평구,86.566
2016,아파트-전세,2.서울특별시,은평구,90.804
2017,아파트-전세,2.서울특별시,은평구,93.699
2018,아파트-전세,2.서울특별시,은평구,94.431
2019,아파트-전세,2.서울특별시,은평구,93.297
2020,아파트-전세,2.서울특별시,은평구,96.895
2021,아파트-전세,2.서울특별시,은평구,103.526
2003,아파트-전세,2.서울특별시,서대문구,49.059
2004,아파트-전세,2.서울특별시,서대문구,47.468
2005,아파트-전세,2.서울특별시,서대문구,47.604
2006,아파트-전세,2.서울특별시,서대문구,51.785
2007,아파트-전세,2.서울특별시,서대문구,55.58
2008,아파트-전세,2.서울특별시,서대문구,56.414
2009,아파트-전세,2.서울특별시,서대문구,57.536
2010,아파트-전세,2.서울특별시,서대문구,61.08
2011,아파트-전세,2.서울특별시,서대문구,67.78
2012,아파트-전세,2.서울특별시,서대문구,70.562
2013,아파트-전세,2.서울특별시,서대문구,77.444
2014,아파트-전세,2.서울특별시,서대문구,80.751
2015,아파트-전세,2.서울특별시,서대문구,87.97
2016,아파트-전세,2.서울특별시,서대문구,92.971
2017,아파트-전세,2.서울특별시,서대문구,96.03
2018,아파트-전세,2.서울특별시,서대문구,96.806
2019,아파트-전세,2.서울특별시,서대문구,95.256
2020,아파트-전세,2.서울특별시,서대문구,98.275
2021,아파트-전세,2.서울특별시,서대문구,102.971
2003,아파트-전세,2.서울특별시,마포구,45.296
2004,아파트-전세,2.서울특별시,마포구,43.673
2005,아파트-전세,2.서울특별시,마포구,45.648
2006,아파트-전세,2.서울특별시,마포구,50.929
2007,아파트-전세,2.서울특별시,마포구,52.675
2008,아파트-전세,2.서울특별시,마포구,52.096
2009,아파트-전세,2.서울특별시,마포구,56.506
2010,아파트-전세,2.서울특별시,마포구,60.444
2011,아파트-전세,2.서울특별시,마포구,68.21
2012,아파트-전세,2.서울특별시,마포구,69.4
2013,아파트-전세,2.서울특별시,마포구,73.098
2014,아파트-전세,2.서울특별시,마포구,77.777
2015,아파트-전세,2.서울특별시,마포구,82.881
2016,아파트-전세,2.서울특별시,마포구,87.995
2017,아파트-전세,2.서울특별시,마포구,90.287
2018,아파트-전세,2.서울특별시,마포구,92.139
2019,아파트-전세,2.서울특별시,마포구,90.978
2020,아파트-전세,2.서울특별시,마포구,97.818
2021,아파트-전세,2.서울특별시,마포구,103.75
2003,아파트-전세,2.서울특별시,양천구,42.521
2004,아파트-전세,2.서울특별시,양천구,40.98
2005,아파트-전세,2.서울특별시,양천구,46.089
2006,아파트-전세,2.서울특별시,양천구,53.593
2007,아파트-전세,2.서울특별시,양천구,53.53
2008,아파트-전세,2.서울특별시,양천구,53.794
2009,아파트-전세,2.서울특별시,양천구,59.052
2010,아파트-전세,2.서울특별시,양천구,63.322
2011,아파트-전세,2.서울특별시,양천구,68.087
2012,아파트-전세,2.서울특별시,양천구,68.056
2013,아파트-전세,2.서울특별시,양천구,73.849
2014,아파트-전세,2.서울특별시,양천구,78.498
2015,아파트-전세,2.서울특별시,양천구,86.174
2016,아파트-전세,2.서울특별시,양천구,90.676
2017,아파트-전세,2.서울특별시,양천구,92.279
2018,아파트-전세,2.서울특별시,양천구,93.714
2019,아파트-전세,2.서울특별시,양천구,94.827
2020,아파트-전세,2.서울특별시,양천구,98.794
2021,아파트-전세,2.서울특별시,양천구,104.428
2003,아파트-전세,2.서울특별시,강서구,42.436
2004,아파트-전세,2.서울특별시,강서구,40.175
2005,아파트-전세,2.서울특별시,강서구,41.126
2006,아파트-전세,2.서울특별시,강서구,48.15
2007,아파트-전세,2.서울특별시,강서구,47.994
2008,아파트-전세,2.서울특별시,강서구,49.571
2009,아파트-전세,2.서울특별시,강서구,55.635
2010,아파트-전세,2.서울특별시,강서구,59.537
2011,아파트-전세,2.서울특별시,강서구,66.021
2012,아파트-전세,2.서울특별시,강서구,65.564
2013,아파트-전세,2.서울특별시,강서구,73.006
2014,아파트-전세,2.서울특별시,강서구,76.997
2015,아파트-전세,2.서울특별시,강서구,85.997
2016,아파트-전세,2.서울특별시,강서구,89.611
2017,아파트-전세,2.서울특별시,강서구,91.756
2018,아파트-전세,2.서울특별시,강서구,93.353
2019,아파트-전세,2.서울특별시,강서구,93.966
2020,아파트-전세,2.서울특별시,강서구,98.2
2021,아파트-전세,2.서울특별시,강서구,103.008
2003,아파트-전세,2.서울특별시,구로구,41.054
2004,아파트-전세,2.서울특별시,구로구,39.16
2005,아파트-전세,2.서울특별시,구로구,42.256
2006,아파트-전세,2.서울특별시,구로구,46.492
2007,아파트-전세,2.서울특별시,구로구,49.061
2008,아파트-전세,2.서울특별시,구로구,50.653
2009,아파트-전세,2.서울특별시,구로구,53.06
2010,아파트-전세,2.서울특별시,구로구,57.601
2011,아파트-전세,2.서울특별시,구로구,65.038
2012,아파트-전세,2.서울특별시,구로구,64.674
2013,아파트-전세,2.서울특별시,구로구,70.88
2014,아파트-전세,2.서울특별시,구로구,76.904
2015,아파트-전세,2.서울특별시,구로구,85.715
2016,아파트-전세,2.서울특별시,구로구,90.298
2017,아파트-전세,2.서울특별시,구로구,93.21
2018,아파트-전세,2.서울특별시,구로구,93.488
2019,아파트-전세,2.서울특별시,구로구,93.289
2020,아파트-전세,2.서울특별시,구로구,97.467
2021,아파트-전세,2.서울특별시,구로구,103.26
2003,아파트-전세,2.서울특별시,금천구,43.962
2004,아파트-전세,2.서울특별시,금천구,42.404
2005,아파트-전세,2.서울특별시,금천구,45.12
2006,아파트-전세,2.서울특별시,금천구,51.221
2007,아파트-전세,2.서울특별시,금천구,54.102
2008,아파트-전세,2.서울특별시,금천구,55.94
2009,아파트-전세,2.서울특별시,금천구,58.482
2010,아파트-전세,2.서울특별시,금천구,59.907
2011,아파트-전세,2.서울특별시,금천구,67.168
2012,아파트-전세,2.서울특별시,금천구,67.627
2013,아파트-전세,2.서울특별시,금천구,76.758
2014,아파트-전세,2.서울특별시,금천구,80.177
2015,아파트-전세,2.서울특별시,금천구,86.441
2016,아파트-전세,2.서울특별시,금천구,90.434
2017,아파트-전세,2.서울특별시,금천구,93.446
2018,아파트-전세,2.서울특별시,금천구,93.839
2019,아파트-전세,2.서울특별시,금천구,94.993
2020,아파트-전세,2.서울특별시,금천구,98.984
2021,아파트-전세,2.서울특별시,금천구,102.598
2003,아파트-전세,2.서울특별시,영등포구,42.303
2004,아파트-전세,2.서울특별시,영등포구,41.018
2005,아파트-전세,2.서울특별시,영등포구,43.036
2006,아파트-전세,2.서울특별시,영등포구,48.331
2007,아파트-전세,2.서울특별시,영등포구,50.462
2008,아파트-전세,2.서울특별시,영등포구,49.898
2009,아파트-전세,2.서울특별시,영등포구,53.173
2010,아파트-전세,2.서울특별시,영등포구,58.972
2011,아파트-전세,2.서울특별시,영등포구,66.142
2012,아파트-전세,2.서울특별시,영등포구,68.162
2013,아파트-전세,2.서울특별시,영등포구,77.675
2014,아파트-전세,2.서울특별시,영등포구,80.41
2015,아파트-전세,2.서울특별시,영등포구,87.754
2016,아파트-전세,2.서울특별시,영등포구,91.212
2017,아파트-전세,2.서울특별시,영등포구,93.809
2018,아파트-전세,2.서울특별시,영등포구,95.142
2019,아파트-전세,2.서울특별시,영등포구,95.109
2020,아파트-전세,2.서울특별시,영등포구,98.378
2021,아파트-전세,2.서울특별시,영등포구,103.975
2003,아파트-전세,2.서울특별시,동작구,42.033
2004,아파트-전세,2.서울특별시,동작구,40.819
2005,아파트-전세,2.서울특별시,동작구,44.543
2006,아파트-전세,2.서울특별시,동작구,49.397
2007,아파트-전세,2.서울특별시,동작구,50.576
2008,아파트-전세,2.서울특별시,동작구,49.469
2009,아파트-전세,2.서울특별시,동작구,52.763
2010,아파트-전세,2.서울특별시,동작구,57.133
2011,아파트-전세,2.서울특별시,동작구,64.285
2012,아파트-전세,2.서울특별시,동작구,65.294
2013,아파트-전세,2.서울특별시,동작구,72.042
2014,아파트-전세,2.서울특별시,동작구,76.047
2015,아파트-전세,2.서울특별시,동작구,83.246
2016,아파트-전세,2.서울특별시,동작구,86.515
2017,아파트-전세,2.서울특별시,동작구,89.661
2018,아파트-전세,2.서울특별시,동작구,89.845
2019,아파트-전세,2.서울특별시,동작구,89.146
2020,아파트-전세,2.서울특별시,동작구,95.87
2021,아파트-전세,2.서울특별시,동작구,104.328
2003,아파트-전세,2.서울특별시,관악구,43.492
2004,아파트-전세,2.서울특별시,관악구,43.26
2005,아파트-전세,2.서울특별시,관악구,45.106
2006,아파트-전세,2.서울특별시,관악구,49.94
2007,아파트-전세,2.서울특별시,관악구,52.199
2008,아파트-전세,2.서울특별시,관악구,50.632
2009,아파트-전세,2.서울특별시,관악구,54.843
2010,아파트-전세,2.서울특별시,관악구,57.536
2011,아파트-전세,2.서울특별시,관악구,64.125
2012,아파트-전세,2.서울특별시,관악구,63.95
2013,아파트-전세,2.서울특별시,관악구,69.993
2014,아파트-전세,2.서울특별시,관악구,73.194
2015,아파트-전세,2.서울특별시,관악구,80.183
2016,아파트-전세,2.서울특별시,관악구,85.327
2017,아파트-전세,2.서울특별시,관악구,90.699
2018,아파트-전세,2.서울특별시,관악구,91.194
2019,아파트-전세,2.서울특별시,관악구,91.516
2020,아파트-전세,2.서울특별시,관악구,96.535
2021,아파트-전세,2.서울특별시,관악구,102.509
2003,아파트-전세,2.서울특별시,서초구,47.172
2004,아파트-전세,2.서울특별시,서초구,45.031
2005,아파트-전세,2.서울특별시,서초구,52.599
2006,아파트-전세,2.서울특별시,서초구,56.427
2007,아파트-전세,2.서울특별시,서초구,56.968
2008,아파트-전세,2.서울특별시,서초구,51.985
2009,아파트-전세,2.서울특별시,서초구,59.099
2010,아파트-전세,2.서울특별시,서초구,64.158
2011,아파트-전세,2.서울특별시,서초구,71.237
2012,아파트-전세,2.서울특별시,서초구,73.955
2013,아파트-전세,2.서울특별시,서초구,78.366
2014,아파트-전세,2.서울특별시,서초구,81.222
2015,아파트-전세,2.서울특별시,서초구,90.472
2016,아파트-전세,2.서울특별시,서초구,90.263
2017,아파트-전세,2.서울특별시,서초구,89.627
2018,아파트-전세,2.서울특별시,서초구,87.714
2019,아파트-전세,2.서울특별시,서초구,86.868
2020,아파트-전세,2.서울특별시,서초구,94.448
2021,아파트-전세,2.서울특별시,서초구,104.042
2003,아파트-전세,2.서울특별시,강남구,51.742
2004,아파트-전세,2.서울특별시,강남구,47.542
2005,아파트-전세,2.서울특별시,강남구,52.32
2006,아파트-전세,2.서울특별시,강남구,58.271
2007,아파트-전세,2.서울특별시,강남구,57.443
2008,아파트-전세,2.서울특별시,강남구,55.536
2009,아파트-전세,2.서울특별시,강남구,59.549
2010,아파트-전세,2.서울특별시,강남구,66.109
2011,아파트-전세,2.서울특별시,강남구,73.542
2012,아파트-전세,2.서울특별시,강남구,70.299
2013,아파트-전세,2.서울특별시,강남구,76.421
2014,아파트-전세,2.서울특별시,강남구,78.707
2015,아파트-전세,2.서울특별시,강남구,88.711
2016,아파트-전세,2.서울특별시,강남구,89.588
2017,아파트-전세,2.서울특별시,강남구,92.754
2018,아파트-전세,2.서울특별시,강남구,90.594
2019,아파트-전세,2.서울특별시,강남구,88.626
2020,아파트-전세,2.서울특별시,강남구,97.149
2021,아파트-전세,2.서울특별시,강남구,103.832
2003,아파트-전세,2.서울특별시,송파구,51.674
2004,아파트-전세,2.서울특별시,송파구,46.371
2005,아파트-전세,2.서울특별시,송파구,50.389
2006,아파트-전세,2.서울특별시,송파구,53.762
2007,아파트-전세,2.서울특별시,송파구,52.407
2008,아파트-전세,2.서울특별시,송파구,47.386
2009,아파트-전세,2.서울특별시,송파구,54.836
2010,아파트-전세,2.서울특별시,송파구,60.928
2011,아파트-전세,2.서울특별시,송파구,69.384
2012,아파트-전세,2.서울특별시,송파구,68.669
2013,아파트-전세,2.서울특별시,송파구,76.171
2014,아파트-전세,2.서울특별시,송파구,78.824
2015,아파트-전세,2.서울특별시,송파구,87.572
2016,아파트-전세,2.서울특별시,송파구,87.53
2017,아파트-전세,2.서울특별시,송파구,91.412
2018,아파트-전세,2.서울특별시,송파구,87.723
2019,아파트-전세,2.서울특별시,송파구,88.185
2020,아파트-전세,2.서울특별시,송파구,96.313
2021,아파트-전세,2.서울특별시,송파구,103.59
2003,아파트-전세,2.서울특별시,강동구,52.111
2004,아파트-전세,2.서울특별시,강동구,48.548
2005,아파트-전세,2.서울특별시,강동구,51.079
2006,아파트-전세,2.서울특별시,강동구,55.483
2007,아파트-전세,2.서울특별시,강동구,55.53
2008,아파트-전세,2.서울특별시,강동구,49.781
2009,아파트-전세,2.서울특별시,강동구,56.473
2010,아파트-전세,2.서울특별시,강동구,62.182
2011,아파트-전세,2.서울특별시,강동구,71.143
2012,아파트-전세,2.서울특별시,강동구,74.579
2013,아파트-전세,2.서울특별시,강동구,76.32
2014,아파트-전세,2.서울특별시,강동구,79.946
2015,아파트-전세,2.서울특별시,강동구,93.752
2016,아파트-전세,2.서울특별시,강동구,92.95
2017,아파트-전세,2.서울특별시,강동구,97.338
2018,아파트-전세,2.서울특별시,강동구,96.063
2019,아파트-전세,2.서울특별시,강동구,89.698
2020,아파트-전세,2.서울특별시,강동구,97.024
2021,아파트-전세,2.서울특별시,강동구,103.814
2003,아파트-전세,3.인천광역시,,48.598
2004,아파트-전세,3.인천광역시,,45.134
2005,아파트-전세,3.인천광역시,,45.851
2006,아파트-전세,3.인천광역시,,50.308
2007,아파트-전세,3.인천광역시,,51.855
2008,아파트-전세,3.인천광역시,,55.201
2009,아파트-전세,3.인천광역시,,56.228
2010,아파트-전세,3.인천광역시,,59.769
2011,아파트-전세,3.인천광역시,,62.742
2012,아파트-전세,3.인천광역시,,63.803
2013,아파트-전세,3.인천광역시,,69.432
2014,아파트-전세,3.인천광역시,,74.719
2015,아파트-전세,3.인천광역시,,81.096
2016,아파트-전세,3.인천광역시,,83.878
2017,아파트-전세,3.인천광역시,,85.336
2018,아파트-전세,3.인천광역시,,83.879
2019,아파트-전세,3.인천광역시,,83.394
2020,아파트-전세,3.인천광역시,,91.644
2021,아파트-전세,3.인천광역시,,106.476
2003,아파트-전세,3.인천광역시,중구,52.766
2004,아파트-전세,3.인천광역시,중구,51.943
2005,아파트-전세,3.인천광역시,중구,51.307
2006,아파트-전세,3.인천광역시,중구,55.003
2007,아파트-전세,3.인천광역시,중구,59.905
2008,아파트-전세,3.인천광역시,중구,63.779
2009,아파트-전세,3.인천광역시,중구,65.851
2010,아파트-전세,3.인천광역시,중구,67.298
2011,아파트-전세,3.인천광역시,중구,71.052
2012,아파트-전세,3.인천광역시,중구,71.241
2013,아파트-전세,3.인천광역시,중구,76.779
2014,아파트-전세,3.인천광역시,중구,81.617
2015,아파트-전세,3.인천광역시,중구,86.847
2016,아파트-전세,3.인천광역시,중구,90.024
2017,아파트-전세,3.인천광역시,중구,90.676
2018,아파트-전세,3.인천광역시,중구,85.73
2019,아파트-전세,3.인천광역시,중구,83.131
2020,아파트-전세,3.인천광역시,중구,91.32
2021,아파트-전세,3.인천광역시,중구,101.207
2003,아파트-전세,3.인천광역시,동구,63.082
2004,아파트-전세,3.인천광역시,동구,62.881
2005,아파트-전세,3.인천광역시,동구,61.521
2006,아파트-전세,3.인천광역시,동구,62.399
2007,아파트-전세,3.인천광역시,동구,65.063
2008,아파트-전세,3.인천광역시,동구,73.218
2009,아파트-전세,3.인천광역시,동구,72.543
2010,아파트-전세,3.인천광역시,동구,74.937
2011,아파트-전세,3.인천광역시,동구,77.044
2012,아파트-전세,3.인천광역시,동구,77.306
2013,아파트-전세,3.인천광역시,동구,80.848
2014,아파트-전세,3.인천광역시,동구,88.223
2015,아파트-전세,3.인천광역시,동구,93.532
2016,아파트-전세,3.인천광역시,동구,95.475
2017,아파트-전세,3.인천광역시,동구,96.637
2018,아파트-전세,3.인천광역시,동구,95.807
2019,아파트-전세,3.인천광역시,동구,95.045
2020,아파트-전세,3.인천광역시,동구,96.726
2021,아파트-전세,3.인천광역시,동구,103.735
2003,아파트-전세,3.인천광역시,미추홀구,57.347
2004,아파트-전세,3.인천광역시,미추홀구,55.294
2005,아파트-전세,3.인천광역시,미추홀구,55.35
2006,아파트-전세,3.인천광역시,미추홀구,57.451
2007,아파트-전세,3.인천광역시,미추홀구,59.599
2008,아파트-전세,3.인천광역시,미추홀구,61.839
2009,아파트-전세,3.인천광역시,미추홀구,63.215
2010,아파트-전세,3.인천광역시,미추홀구,66.649
2011,아파트-전세,3.인천광역시,미추홀구,69.81
2012,아파트-전세,3.인천광역시,미추홀구,70.723
2013,아파트-전세,3.인천광역시,미추홀구,76.382
2014,아파트-전세,3.인천광역시,미추홀구,80.277
2015,아파트-전세,3.인천광역시,미추홀구,85.659
2016,아파트-전세,3.인천광역시,미추홀구,88.06
2017,아파트-전세,3.인천광역시,미추홀구,89.831
2018,아파트-전세,3.인천광역시,미추홀구,89.884
2019,아파트-전세,3.인천광역시,미추홀구,88.84
2020,아파트-전세,3.인천광역시,미추홀구,95.436
2021,아파트-전세,3.인천광역시,미추홀구,106.7
2003,아파트-전세,3.인천광역시,연수구,44.122
2004,아파트-전세,3.인천광역시,연수구,43.416
2005,아파트-전세,3.인천광역시,연수구,42.812
2006,아파트-전세,3.인천광역시,연수구,48.305
2007,아파트-전세,3.인천광역시,연수구,48.058
2008,아파트-전세,3.인천광역시,연수구,47.077
2009,아파트-전세,3.인천광역시,연수구,48.624
2010,아파트-전세,3.인천광역시,연수구,54.337
2011,아파트-전세,3.인천광역시,연수구,55.165
2012,아파트-전세,3.인천광역시,연수구,58.517
2013,아파트-전세,3.인천광역시,연수구,65.361
2014,아파트-전세,3.인천광역시,연수구,70.835
2015,아파트-전세,3.인천광역시,연수구,78.938
2016,아파트-전세,3.인천광역시,연수구,80.88
2017,아파트-전세,3.인천광역시,연수구,81.746
2018,아파트-전세,3.인천광역시,연수구,79.113
2019,아파트-전세,3.인천광역시,연수구,76.103
2020,아파트-전세,3.인천광역시,연수구,89.869
2021,아파트-전세,3.인천광역시,연수구,112.225
2003,아파트-전세,3.인천광역시,남동구,55.937
2004,아파트-전세,3.인천광역시,남동구,54.069
2005,아파트-전세,3.인천광역시,남동구,52.293
2006,아파트-전세,3.인천광역시,남동구,54.158
2007,아파트-전세,3.인천광역시,남동구,54.31
2008,아파트-전세,3.인천광역시,남동구,58.111
2009,아파트-전세,3.인천광역시,남동구,58.168
2010,아파트-전세,3.인천광역시,남동구,62.294
2011,아파트-전세,3.인천광역시,남동구,66.248
2012,아파트-전세,3.인천광역시,남동구,67.84
2013,아파트-전세,3.인천광역시,남동구,73.778
2014,아파트-전세,3.인천광역시,남동구,77.992
2015,아파트-전세,3.인천광역시,남동구,83.132
2016,아파트-전세,3.인천광역시,남동구,85.33
2017,아파트-전세,3.인천광역시,남동구,86.298
2018,아파트-전세,3.인천광역시,남동구,85.657
2019,아파트-전세,3.인천광역시,남동구,85.125
2020,아파트-전세,3.인천광역시,남동구,91.411
2021,아파트-전세,3.인천광역시,남동구,105.134
2003,아파트-전세,3.인천광역시,부평구,43.332
2004,아파트-전세,3.인천광역시,부평구,37.631
2005,아파트-전세,3.인천광역시,부평구,39.688
2006,아파트-전세,3.인천광역시,부평구,44.867
2007,아파트-전세,3.인천광역시,부평구,46.88
2008,아파트-전세,3.인천광역시,부평구,49.007
2009,아파트-전세,3.인천광역시,부평구,50.714
2010,아파트-전세,3.인천광역시,부평구,53.177
2011,아파트-전세,3.인천광역시,부평구,56.557
2012,아파트-전세,3.인천광역시,부평구,56.965
2013,아파트-전세,3.인천광역시,부평구,63.038
2014,아파트-전세,3.인천광역시,부평구,70.155
2015,아파트-전세,3.인천광역시,부평구,77.606
2016,아파트-전세,3.인천광역시,부평구,82.276
2017,아파트-전세,3.인천광역시,부평구,85.04
2018,아파트-전세,3.인천광역시,부평구,83.181
2019,아파트-전세,3.인천광역시,부평구,84.269
2020,아파트-전세,3.인천광역시,부평구,91.841
2021,아파트-전세,3.인천광역시,부평구,105.965
2003,아파트-전세,3.인천광역시,계양구,47.978
2004,아파트-전세,3.인천광역시,계양구,44.762
2005,아파트-전세,3.인천광역시,계양구,44.888
2006,아파트-전세,3.인천광역시,계양구,50.228
2007,아파트-전세,3.인천광역시,계양구,54.51
2008,아파트-전세,3.인천광역시,계양구,59.855
2009,아파트-전세,3.인천광역시,계양구,60.023
2010,아파트-전세,3.인천광역시,계양구,63.617
2011,아파트-전세,3.인천광역시,계양구,66.128
2012,아파트-전세,3.인천광역시,계양구,66.535
2013,아파트-전세,3.인천광역시,계양구,69.756
2014,아파트-전세,3.인천광역시,계양구,75.47
2015,아파트-전세,3.인천광역시,계양구,82.535
2016,아파트-전세,3.인천광역시,계양구,85.266
2017,아파트-전세,3.인천광역시,계양구,86.532
2018,아파트-전세,3.인천광역시,계양구,85.872
2019,아파트-전세,3.인천광역시,계양구,86.857
2020,아파트-전세,3.인천광역시,계양구,92.974
2021,아파트-전세,3.인천광역시,계양구,108.333
2003,아파트-전세,3.인천광역시,서구,46.406
2004,아파트-전세,3.인천광역시,서구,41.354
2005,아파트-전세,3.인천광역시,서구,43.935
2006,아파트-전세,3.인천광역시,서구,48.844
2007,아파트-전세,3.인천광역시,서구,49.093
2008,아파트-전세,3.인천광역시,서구,55.847
2009,아파트-전세,3.인천광역시,서구,56.62
2010,아파트-전세,3.인천광역시,서구,59.421
2011,아파트-전세,3.인천광역시,서구,63.225
2012,아파트-전세,3.인천광역시,서구,63.443
2013,아파트-전세,3.인천광역시,서구,69.214
2014,아파트-전세,3.인천광역시,서구,73.448
2015,아파트-전세,3.인천광역시,서구,78.862
2016,아파트-전세,3.인천광역시,서구,81.222
2017,아파트-전세,3.인천광역시,서구,82.462
2018,아파트-전세,3.인천광역시,서구,80.825
2019,아파트-전세,3.인천광역시,서구,81.109
2020,아파트-전세,3.인천광역시,서구,89.651
2021,아파트-전세,3.인천광역시,서구,103.762
2003,아파트-전세,4.경기도,,44.201
2004,아파트-전세,4.경기도,,41.22
2005,아파트-전세,4.경기도,,45.956
2006,아파트-전세,4.경기도,,51.441
2007,아파트-전세,4.경기도,,53.03
2008,아파트-전세,4.경기도,,53.153
2009,아파트-전세,4.경기도,,55.297
2010,아파트-전세,4.경기도,,59.246
2011,아파트-전세,4.경기도,,68.569
2012,아파트-전세,4.경기도,,68.624
2013,아파트-전세,4.경기도,,73.98
2014,아파트-전세,4.경기도,,79.949
2015,아파트-전세,4.경기도,,87.924
2016,아파트-전세,4.경기도,,90.482
2017,아파트-전세,4.경기도,,91.35
2018,아파트-전세,4.경기도,,87.546
2019,아파트-전세,4.경기도,,86.384
2020,아파트-전세,4.경기도,,94.859
2021,아파트-전세,4.경기도,,106.106
2003,아파트-전세,4.경기도,고양시,43.214
2004,아파트-전세,4.경기도,고양시,41.241
2005,아파트-전세,4.경기도,고양시,44.639
2006,아파트-전세,4.경기도,고양시,50.139
2007,아파트-전세,4.경기도,고양시,51.591
2008,아파트-전세,4.경기도,고양시,53.654
2009,아파트-전세,4.경기도,고양시,56.103
2010,아파트-전세,4.경기도,고양시,55.604
2011,아파트-전세,4.경기도,고양시,63.739
2012,아파트-전세,4.경기도,고양시,63.517
2013,아파트-전세,4.경기도,고양시,67.586
2014,아파트-전세,4.경기도,고양시,74.27
2015,아파트-전세,4.경기도,고양시,85.327
2016,아파트-전세,4.경기도,고양시,89.427
2017,아파트-전세,4.경기도,고양시,89.899
2018,아파트-전세,4.경기도,고양시,86.668
2019,아파트-전세,4.경기도,고양시,83.978
2020,아파트-전세,4.경기도,고양시,93.365
2021,아파트-전세,4.경기도,고양시,106.772
2003,아파트-전세,4.경기도,과천시,47.727
2004,아파트-전세,4.경기도,과천시,50.005
2005,아파트-전세,4.경기도,과천시,52.111
2006,아파트-전세,4.경기도,과천시,59.271
2007,아파트-전세,4.경기도,과천시,56.106
2008,아파트-전세,4.경기도,과천시,46.81
2009,아파트-전세,4.경기도,과천시,62.278
2010,아파트-전세,4.경기도,과천시,65.365
2011,아파트-전세,4.경기도,과천시,76.006
2012,아파트-전세,4.경기도,과천시,73.847
2013,아파트-전세,4.경기도,과천시,88.198
2014,아파트-전세,4.경기도,과천시,90.019
2015,아파트-전세,4.경기도,과천시,96.286
2016,아파트-전세,4.경기도,과천시,97.931
2017,아파트-전세,4.경기도,과천시,95.266
2018,아파트-전세,4.경기도,과천시,97.111
2019,아파트-전세,4.경기도,과천시,107.883
2020,아파트-전세,4.경기도,과천시,102.567
2021,아파트-전세,4.경기도,과천시,103.43
2003,아파트-전세,4.경기도,광명시,44.52
2004,아파트-전세,4.경기도,광명시,44.536
2005,아파트-전세,4.경기도,광명시,44.408
2006,아파트-전세,4.경기도,광명시,46.129
