Year,지역,Value
2001,0.전국,954266932.0
2002,0.전국,1020790393.0
2003,0.전국,1058162561.0
2004,0.전국,1106646717.0
2005,0.전국,1157478093.0
2006,0.전국,1220355850.0
2007,0.전국,1290847174.0
2008,0.전국,1325847750.0
2009,0.전국,1338962852.0
2010,0.전국,1432683907.0
2011,0.전국,1484628137.0
2012,0.전국,1519358867.0
2013,0.전국,1566633412.0
2014,0.전국,1615774616.0
2015,0.전국,1660844316.0
2016,0.전국,1709742565.0
2017,0.전국,1762932983.0
2018,0.전국,1814075680.0
2019,0.전국,1854370144.0
2020,0.전국,1842426414.0
2001,1.수도권,461280571.6
2002,1.수도권,497612191.5
2003,1.수도권,514386670.7
2004,1.수도권,532563025.4
2005,1.수도권,560226703.1
2006,1.수도권,594756364.8
2007,1.수도권,629798753.5
2008,1.수도권,649533649.4
2009,1.수도권,659094698.6
2010,1.수도권,703410151.8
2011,1.수도권,728188889.3
2012,1.수도권,749567486.2
2013,1.수도권,775838181.0
2014,1.수도권,800486882.7
2015,1.수도권,832283679.0
2016,1.수도권,862764348.0
2017,1.수도권,901559283.6
2018,1.수도권,942113548.7
2019,1.수도권,964521842.4
2020,1.수도권,972781211.3
2001,2.충청권,98550366.64
2002,2.충청권,105356934.4
2003,2.충청권,112935785.3
2004,2.충청권,121794642.4
2005,2.충청권,128047259.1
2006,2.충청권,137598583.7
2007,2.충청권,145027309.9
2008,2.충청권,148704817.8
2009,2.충청권,153740783.8
2010,2.충청권,168865064.1
2011,2.충청권,179102939.5
2012,2.충청권,181923442.7
2013,2.충청권,189187024.6
2014,2.충청권,196504153.9
2015,2.충청권,202914921.0
2016,2.충청권,211070357.0
2017,2.충청권,221030577.1
2018,2.충청권,226275536.2
2019,2.충청권,231041867.1
2020,2.충청권,231593244.6
2001,3.호남권,101842024.1
2002,3.호남권,107004856.7
2003,3.호남권,108173086.7
2004,3.호남권,112707960.6
2005,3.호남권,115551677.0
2006,3.호남권,120277725.1
2007,3.호남권,126420535.2
2008,3.호남권,129000203.3
2009,3.호남권,128416397.1
2010,3.호남권,139830085.8
2011,3.호남권,141038652.4
2012,3.호남권,142557483.2
2013,3.호남권,146954935.7
2014,3.호남권,149143183.2
2015,3.호남권,150741993.0
2016,3.호남권,153047736.0
2017,3.호남권,155279255.1
2018,3.호남권,159457744.3
2019,3.호남권,163751584.0
2020,3.호남권,163615447.6
2001,4.대경권,90209992.81
2002,4.대경권,95695013.29
2003,4.대경권,101551901.9
2004,4.대경권,108117756.8
2005,4.대경권,113572939.4
2006,4.대경권,117646245.0
2007,4.대경권,125695345.4
2008,4.대경권,128716092.8
2009,4.대경권,127160898.0
2010,4.대경권,136168612.7
2011,4.대경권,140125081.7
2012,4.대경권,142570251.8
2013,4.대경권,147853684.5
2014,4.대경권,156244809.1
2015,4.대경권,154942187.0
2016,4.대경권,157569398.0
2017,4.대경권,157161041.4
2018,4.대경권,157107911.3
2019,4.대경권,159173291.7
2020,4.대경권,155044469.7
2001,5.동남권,167203482.1
2002,5.동남권,178590523.4
2003,5.동남권,182483878.3
2004,5.동남권,191738512.0
2005,5.동남권,199894606.1
2006,5.동남권,207832471.4
2007,5.동남권,219620879.5
2008,5.동남권,224582570.4
2009,5.동남권,224397289.3
2010,5.동남권,236599130.2
2011,5.동남권,246648160.1
2012,5.동남권,251660927.1
2013,5.동남권,253835118.8
2014,5.동남권,257512658.7
2015,5.동남권,262146842.0
2016,5.동남권,264935553.0
2017,5.동남권,264971374.1
2018,5.동남권,265440208.6
2019,5.동남권,270483979.0
2020,5.동남권,256517123.9
2001,6.강원권,26668912.0
2002,6.강원권,27377155.0
2003,6.강원권,28861908.0
2004,6.강원권,29386767.0
2005,6.강원권,29695748.0
2006,6.강원권,31550828.0
2007,6.강원권,32853097.0
2008,6.강원권,33674653.0
2009,6.강원권,33976932.0
2010,6.강원권,35452559.0
2011,6.강원권,36296644.0
2012,6.강원권,37021010.0
2013,6.강원권,38211948.0
2014,6.강원권,40077987.0
2015,6.강원권,40867985.0
2016,6.강원권,42047331.0
2017,6.강원권,43761362.0
2018,6.강원권,44574334.0
2019,6.강원권,46064137.0
2020,6.강원권,44829136.0
2001,7.제주권,9200210.0
2002,7.제주권,9693184.0
2003,7.제주권,9960579.0
2004,7.제주권,10579746.0
2005,7.제주권,10530282.0
2006,7.제주권,10740812.0
2007,7.제주권,11335159.0
2008,7.제주권,11450325.0
2009,7.제주권,12158772.0
2010,7.제주권,12380394.0
2011,7.제주권,13231976.0
2012,7.제주권,14067649.0
2013,7.제주권,14763437.0
2014,7.제주권,15785920.0
2015,7.제주권,16946709.0
2016,7.제주권,18307842.0
2017,7.제주권,19144657.0
2018,7.제주권,18968300.0
2019,7.제주권,19186190.0
2020,7.제주권,17957495.0
