Year,시도,시군구,Value
2008,0.전국,,12.0
2009,0.전국,,13.0
2010,0.전국,,13.9
2011,0.전국,,14.3
2012,0.전국,,15.1
2013,0.전국,,15.8
2014,0.전국,,16.0
2015,0.전국,,15.5
2016,0.전국,,15.3
2017,0.전국,,15.7
2018,0.전국,,16.2
2019,0.전국,,16.4
2020,0.전국,,16.7
2021,0.전국,,17.1
2008,1.수도권,,12.02202289
2009,1.수도권,,12.89645704
2010,1.수도권,,13.66947778
2011,1.수도권,,14.13770499
2012,1.수도권,,15.1435013
2013,1.수도권,,15.98185261
2014,1.수도권,,16.18981057
2015,1.수도권,,15.69165908
2016,1.수도권,,15.44492783
2017,1.수도권,,15.73811748
2018,1.수도권,,16.34401973
2019,1.수도권,,16.50333973
2020,1.수도권,,16.7810534
2021,1.수도권,,17.11066637
2008,2.서울특별시,,10.7
2009,2.서울특별시,,11.1
2010,2.서울특별시,,11.7
2011,2.서울특별시,,12.1
2012,2.서울특별시,,13.0
2013,2.서울특별시,,13.8
2014,2.서울특별시,,14.1
2015,2.서울특별시,,14.0
2016,2.서울특별시,,14.0
2017,2.서울특별시,,14.5
2018,2.서울특별시,,15.2
2019,2.서울특별시,,15.4
2020,2.서울특별시,,15.8
2021,2.서울특별시,,16.4
2009,2.서울특별시,강남구,7.0
2010,2.서울특별시,강남구,7.2
2011,2.서울특별시,강남구,7.5
2012,2.서울특별시,강남구,8.1
2013,2.서울특별시,강남구,9.0
2014,2.서울특별시,강남구,9.1
2015,2.서울특별시,강남구,9.3
2016,2.서울특별시,강남구,9.8
2017,2.서울특별시,강남구,10.1
2018,2.서울특별시,강남구,10.8
2019,2.서울특별시,강남구,10.4
2020,2.서울특별시,강남구,11.4
2021,2.서울특별시,강남구,12.0
2009,2.서울특별시,강동구,9.2
2010,2.서울특별시,강동구,10.3
2011,2.서울특별시,강동구,11.8
2012,2.서울특별시,강동구,13.1
2013,2.서울특별시,강동구,13.5
2014,2.서울특별시,강동구,14.0
2015,2.서울특별시,강동구,14.1
2016,2.서울특별시,강동구,14.2
2017,2.서울특별시,강동구,14.3
2018,2.서울특별시,강동구,15.1
2019,2.서울특별시,강동구,14.4
2020,2.서울특별시,강동구,13.6
2021,2.서울특별시,강동구,13.7
2009,2.서울특별시,강북구,12.7
2010,2.서울특별시,강북구,12.9
2011,2.서울특별시,강북구,12.8
2012,2.서울특별시,강북구,13.3
2013,2.서울특별시,강북구,13.7
2014,2.서울특별시,강북구,14.1
2015,2.서울특별시,강북구,14.1
2016,2.서울특별시,강북구,14.3
2017,2.서울특별시,강북구,14.7
2018,2.서울특별시,강북구,15.6
2019,2.서울특별시,강북구,16.2
2020,2.서울특별시,강북구,17.3
2021,2.서울특별시,강북구,18.6
2009,2.서울특별시,강서구,11.2
2010,2.서울특별시,강서구,12.2
2011,2.서울특별시,강서구,12.6
2012,2.서울특별시,강서구,13.5
2013,2.서울특별시,강서구,14.2
2014,2.서울특별시,강서구,14.3
2015,2.서울특별시,강서구,13.9
2016,2.서울특별시,강서구,13.8
2017,2.서울특별시,강서구,14.5
2018,2.서울특별시,강서구,15.9
2019,2.서울특별시,강서구,16.2
2020,2.서울특별시,강서구,17.1
2021,2.서울특별시,강서구,17.4
2009,2.서울특별시,관악구,10.7
2010,2.서울특별시,관악구,11.1
2011,2.서울특별시,관악구,11.4
2012,2.서울특별시,관악구,12.5
2013,2.서울특별시,관악구,13.6
2014,2.서울특별시,관악구,14.1
2015,2.서울특별시,관악구,14.0
2016,2.서울특별시,관악구,14.3
2017,2.서울특별시,관악구,15.6
2018,2.서울특별시,관악구,16.8
2019,2.서울특별시,관악구,17.4
2020,2.서울특별시,관악구,17.8
2021,2.서울특별시,관악구,19.1
2009,2.서울특별시,광진구,11.6
2010,2.서울특별시,광진구,12.2
2011,2.서울특별시,광진구,12.4
2012,2.서울특별시,광진구,13.2
2013,2.서울특별시,광진구,14.4
2014,2.서울특별시,광진구,14.4
2015,2.서울특별시,광진구,14.1
2016,2.서울특별시,광진구,14.3
2017,2.서울특별시,광진구,14.8
2018,2.서울특별시,광진구,14.8
2019,2.서울특별시,광진구,15.5
2020,2.서울특별시,광진구,16.7
2021,2.서울특별시,광진구,17.7
2009,2.서울특별시,구로구,11.7
2010,2.서울특별시,구로구,12.2
2011,2.서울특별시,구로구,13.0
2012,2.서울특별시,구로구,13.7
2013,2.서울특별시,구로구,14.2
2014,2.서울특별시,구로구,14.9
2015,2.서울특별시,구로구,15.1
2016,2.서울특별시,구로구,15.8
2017,2.서울특별시,구로구,16.6
2018,2.서울특별시,구로구,18.1
2019,2.서울특별시,구로구,18.2
2020,2.서울특별시,구로구,18.7
2021,2.서울특별시,구로구,19.9
2009,2.서울특별시,금천구,17.5
2010,2.서울특별시,금천구,17.8
2011,2.서울특별시,금천구,18.5
2012,2.서울특별시,금천구,18.5
2013,2.서울특별시,금천구,19.3
2014,2.서울특별시,금천구,19.0
2015,2.서울특별시,금천구,18.2
2016,2.서울특별시,금천구,17.6
2017,2.서울특별시,금천구,18.2
2018,2.서울특별시,금천구,18.9
2019,2.서울특별시,금천구,19.5
2020,2.서울특별시,금천구,20.8
2021,2.서울특별시,금천구,21.6
2009,2.서울특별시,노원구,16.6
2010,2.서울특별시,노원구,17.4
2011,2.서울특별시,노원구,17.8
2012,2.서울특별시,노원구,19.3
2013,2.서울특별시,노원구,19.9
2014,2.서울특별시,노원구,20.2
2015,2.서울특별시,노원구,19.9
2016,2.서울특별시,노원구,19.6
2017,2.서울특별시,노원구,20.4
2018,2.서울특별시,노원구,21.7
2019,2.서울특별시,노원구,21.3
2020,2.서울특별시,노원구,21.2
2021,2.서울특별시,노원구,21.6
2009,2.서울특별시,도봉구,16.2
2010,2.서울특별시,도봉구,17.6
2011,2.서울특별시,도봉구,18.0
2012,2.서울특별시,도봉구,17.6
2013,2.서울특별시,도봉구,18.6
2014,2.서울특별시,도봉구,19.0
2015,2.서울특별시,도봉구,18.2
2016,2.서울특별시,도봉구,18.0
2017,2.서울특별시,도봉구,18.7
2018,2.서울특별시,도봉구,19.5
2019,2.서울특별시,도봉구,20.1
2020,2.서울특별시,도봉구,21.1
2021,2.서울특별시,도봉구,21.4
2009,2.서울특별시,동대문구,13.1
2010,2.서울특별시,동대문구,13.3
2011,2.서울특별시,동대문구,13.3
2012,2.서울특별시,동대문구,13.6
2013,2.서울특별시,동대문구,13.8
2014,2.서울특별시,동대문구,14.3
2015,2.서울특별시,동대문구,14.6
2016,2.서울특별시,동대문구,15.4
2017,2.서울특별시,동대문구,16.2
2018,2.서울특별시,동대문구,16.7
2019,2.서울특별시,동대문구,16.8
2020,2.서울특별시,동대문구,17.0
2021,2.서울특별시,동대문구,17.6
2009,2.서울특별시,동작구,9.2
2010,2.서울특별시,동작구,9.4
2011,2.서울특별시,동작구,10.2
2012,2.서울특별시,동작구,11.2
2013,2.서울특별시,동작구,11.7
2014,2.서울특별시,동작구,11.9
2015,2.서울특별시,동작구,12.4
2016,2.서울특별시,동작구,12.5
2017,2.서울특별시,동작구,13.0
2018,2.서울특별시,동작구,13.8
2019,2.서울특별시,동작구,14.3
2020,2.서울특별시,동작구,15.0
2021,2.서울특별시,동작구,15.0
2009,2.서울특별시,마포구,8.6
2010,2.서울특별시,마포구,9.3
2011,2.서울특별시,마포구,9.6
2012,2.서울특별시,마포구,11.1
2013,2.서울특별시,마포구,12.4
2014,2.서울특별시,마포구,12.8
2015,2.서울특별시,마포구,12.7
2016,2.서울특별시,마포구,12.3
2017,2.서울특별시,마포구,12.2
2018,2.서울특별시,마포구,12.8
2019,2.서울특별시,마포구,13.4
2020,2.서울특별시,마포구,14.3
2021,2.서울특별시,마포구,14.8
2009,2.서울특별시,서대문구,10.9
2010,2.서울특별시,서대문구,11.6
2011,2.서울특별시,서대문구,11.9
2012,2.서울특별시,서대문구,12.6
2013,2.서울특별시,서대문구,12.8
2014,2.서울특별시,서대문구,13.1
2015,2.서울특별시,서대문구,12.5
2016,2.서울특별시,서대문구,11.7
2017,2.서울특별시,서대문구,12.1
2018,2.서울특별시,서대문구,12.4
2019,2.서울특별시,서대문구,12.8
2020,2.서울특별시,서대문구,12.7
2021,2.서울특별시,서대문구,14.0
2009,2.서울특별시,서초구,6.9
2010,2.서울특별시,서초구,7.0
2011,2.서울특별시,서초구,7.4
2012,2.서울특별시,서초구,7.9
2013,2.서울특별시,서초구,8.3
2014,2.서울특별시,서초구,8.2
2015,2.서울특별시,서초구,8.5
2016,2.서울특별시,서초구,8.6
2017,2.서울특별시,서초구,9.5
2018,2.서울특별시,서초구,10.1
2019,2.서울특별시,서초구,10.2
2020,2.서울특별시,서초구,11.0
2021,2.서울특별시,서초구,11.7
2009,2.서울특별시,성동구,8.6
2010,2.서울특별시,성동구,9.3
2011,2.서울특별시,성동구,10.5
2012,2.서울특별시,성동구,11.6
2013,2.서울특별시,성동구,12.7
2014,2.서울특별시,성동구,13.4
2015,2.서울특별시,성동구,13.0
2016,2.서울특별시,성동구,12.8
2017,2.서울특별시,성동구,12.8
2018,2.서울특별시,성동구,12.9
2019,2.서울특별시,성동구,13.3
2020,2.서울특별시,성동구,14.1
2021,2.서울특별시,성동구,14.4
2009,2.서울특별시,성북구,11.8
2010,2.서울특별시,성북구,12.5
2011,2.서울특별시,성북구,12.5
2012,2.서울특별시,성북구,12.8
2013,2.서울특별시,성북구,13.8
2014,2.서울특별시,성북구,15.1
2015,2.서울특별시,성북구,15.1
2016,2.서울특별시,성북구,15.2
2017,2.서울특별시,성북구,15.6
2018,2.서울특별시,성북구,16.0
2019,2.서울특별시,성북구,15.8
2020,2.서울특별시,성북구,15.9
2021,2.서울특별시,성북구,15.8
2009,2.서울특별시,송파구,9.3
2010,2.서울특별시,송파구,9.9
2011,2.서울특별시,송파구,10.5
2012,2.서울특별시,송파구,11.9
2013,2.서울특별시,송파구,13.1
2014,2.서울특별시,송파구,13.6
2015,2.서울특별시,송파구,13.2
2016,2.서울특별시,송파구,12.8
2017,2.서울특별시,송파구,13.0
2018,2.서울특별시,송파구,13.3
2019,2.서울특별시,송파구,13.1
2020,2.서울특별시,송파구,13.5
2021,2.서울특별시,송파구,13.9
2009,2.서울특별시,양천구,12.1
2010,2.서울특별시,양천구,13.0
2011,2.서울특별시,양천구,13.6
2012,2.서울특별시,양천구,15.2
2013,2.서울특별시,양천구,16.2
2014,2.서울특별시,양천구,17.1
2015,2.서울특별시,양천구,16.3
2016,2.서울특별시,양천구,16.3
2017,2.서울특별시,양천구,16.7
2018,2.서울특별시,양천구,17.5
2019,2.서울특별시,양천구,18.0
2020,2.서울특별시,양천구,18.3
2021,2.서울특별시,양천구,19.1
2009,2.서울특별시,영등포구,9.5
2010,2.서울특별시,영등포구,10.4
2011,2.서울특별시,영등포구,11.2
2012,2.서울특별시,영등포구,12.4
2013,2.서울특별시,영등포구,13.4
2014,2.서울특별시,영등포구,14.1
2015,2.서울특별시,영등포구,14.2
2016,2.서울특별시,영등포구,14.9
2017,2.서울특별시,영등포구,15.2
2018,2.서울특별시,영등포구,15.9
2019,2.서울특별시,영등포구,16.0
2020,2.서울특별시,영등포구,15.3
2021,2.서울특별시,영등포구,16.2
2009,2.서울특별시,용산구,8.5
2010,2.서울특별시,용산구,9.4
2011,2.서울특별시,용산구,10.2
2012,2.서울특별시,용산구,11.0
2013,2.서울특별시,용산구,11.6
2014,2.서울특별시,용산구,12.4
2015,2.서울특별시,용산구,12.4
2016,2.서울특별시,용산구,12.5
2017,2.서울특별시,용산구,13.8
2018,2.서울특별시,용산구,14.4
2019,2.서울특별시,용산구,14.4
2020,2.서울특별시,용산구,14.9
2021,2.서울특별시,용산구,15.7
