Year,시도,Value
2014,0.전국,98.27197111
2015,0.전국,98.26846317
2016,0.전국,98.29588766
2017,0.전국,98.09523561
2018,0.전국,95.90773719
2019,0.전국,95.71951167
2020,0.전국,89.82971969
2014,1.수도권,93.2701314
2015,1.수도권,92.24509685
2016,1.수도권,91.88151136
2017,1.수도권,90.40129857
2018,1.수도권,90.09795824
2019,1.수도권,86.40946485
2020,1.수도권,77.00930351
2014,2.서울특별시,95.93095322
2015,2.서울특별시,88.97024817
2016,2.서울특별시,87.96203355
2017,2.서울특별시,80.13885049
2018,2.서울특별시,82.40569336
2019,2.서울특별시,83.41521607
2020,2.서울특별시,75.97484443
2014,3.인천광역시,98.37540888
2015,3.인천광역시,97.0517085
2016,3.인천광역시,94.91739975
2017,3.인천광역시,93.48857477
2018,3.인천광역시,89.3716722
2019,3.인천광역시,75.07289145
2020,3.인천광역시,58.43421074
2014,4.경기도,91.21511467
2015,4.경기도,90.87450981
2016,4.경기도,91.76074508
2017,4.경기도,91.87194529
2018,4.경기도,91.87205263
2019,4.경기도,90.1989804
2020,4.경기도,83.06482969
