Year,시도,시군구,Value
2003,0.전국,,2.2
2004,0.전국,,2.4
2005,0.전국,,2.7
2006,0.전국,,2.9
2007,0.전국,,3.3
2008,0.전국,,3.5
2009,0.전국,,4.1
2010,0.전국,,3.9
2011,0.전국,,4.1
2012,0.전국,,4.3
2013,0.전국,,4.6
2014,0.전국,,4.9
2015,0.전국,,5.0
2016,0.전국,,5.1
2017,0.전국,,5.3
2018,0.전국,,5.5
2019,0.전국,,5.8
2020,0.전국,,6.0
2003,1.수도권,,1.516265146
2004,1.수도권,,1.64549499
2005,1.수도권,,1.956100335
2006,1.수도권,,2.117108132
2007,1.수도권,,2.240908328
2008,1.수도권,,2.47252653
2009,1.수도권,,2.842553194
2010,1.수도권,,2.832147432
2011,1.수도권,,2.957376008
2012,1.수도권,,3.115475766
2013,1.수도권,,3.35734455
2014,1.수도권,,3.591751368
2015,1.수도권,,3.710159658
2016,1.수도권,,3.770935776
2017,1.수도권,,3.944725095
2018,1.수도권,,4.031411206
2019,1.수도권,,4.212020621
2020,1.수도권,,4.293673932
2003,2.서울특별시,,1.6
2004,2.서울특별시,,1.8
2005,2.서울특별시,,2.1
2006,2.서울특별시,,2.3
2007,2.서울특별시,,2.2
2008,2.서울특별시,,2.4
2009,2.서울특별시,,2.8
2010,2.서울특별시,,2.7
2011,2.서울특별시,,2.8
2012,2.서울특별시,,2.9
2013,2.서울특별시,,3.2
2014,2.서울특별시,,3.4
2015,2.서울특별시,,3.6
2016,2.서울특별시,,3.7
2017,2.서울특별시,,3.9
2018,2.서울특별시,,4.1
2019,2.서울특별시,,4.2
2020,2.서울특별시,,4.4
2003,2.서울특별시,강남구,1.7
2004,2.서울특별시,강남구,2.6
2005,2.서울특별시,강남구,3.5
2006,2.서울특별시,강남구,3.8
2007,2.서울특별시,강남구,3.7
2008,2.서울특별시,강남구,3.6
2009,2.서울특별시,강남구,3.9
2010,2.서울특별시,강남구,4.0
2011,2.서울특별시,강남구,4.1
2012,2.서울특별시,강남구,4.1
2013,2.서울특별시,강남구,4.3
2014,2.서울특별시,강남구,4.3
2015,2.서울특별시,강남구,4.2
2016,2.서울특별시,강남구,4.4
2017,2.서울특별시,강남구,5.0
2018,2.서울특별시,강남구,4.6
2019,2.서울특별시,강남구,4.8
2020,2.서울특별시,강남구,5.2
2003,2.서울특별시,강동구,0.8
2004,2.서울특별시,강동구,0.8
2005,2.서울특별시,강동구,1.5
2006,2.서울특별시,강동구,1.5
2007,2.서울특별시,강동구,1.1
2008,2.서울특별시,강동구,1.3
2009,2.서울특별시,강동구,1.4
2010,2.서울특별시,강동구,1.6
2011,2.서울특별시,강동구,1.8
2012,2.서울특별시,강동구,1.8
2013,2.서울특별시,강동구,1.9
2014,2.서울특별시,강동구,1.9
2015,2.서울특별시,강동구,2.0
2016,2.서울특별시,강동구,2.0
2017,2.서울특별시,강동구,2.3
2018,2.서울특별시,강동구,2.8
2019,2.서울특별시,강동구,2.8
2020,2.서울특별시,강동구,2.8
2003,2.서울특별시,강북구,0.6
2004,2.서울특별시,강북구,0.6
2005,2.서울특별시,강북구,1.1
2006,2.서울특별시,강북구,1.1
2007,2.서울특별시,강북구,1.4
2008,2.서울특별시,강북구,1.5
2009,2.서울특별시,강북구,1.5
2010,2.서울특별시,강북구,2.0
2011,2.서울특별시,강북구,2.0
2012,2.서울특별시,강북구,2.3
2013,2.서울특별시,강북구,2.7
2014,2.서울특별시,강북구,3.3
2015,2.서울특별시,강북구,2.7
2016,2.서울특별시,강북구,3.4
2017,2.서울특별시,강북구,3.7
2018,2.서울특별시,강북구,3.8
2019,2.서울특별시,강북구,3.8
2020,2.서울특별시,강북구,3.9
2003,2.서울특별시,강서구,0.9
2004,2.서울특별시,강서구,1.1
2005,2.서울특별시,강서구,1.4
2006,2.서울특별시,강서구,1.4
2007,2.서울특별시,강서구,0.7
2008,2.서울특별시,강서구,1.0
2009,2.서울특별시,강서구,2.1
2010,2.서울특별시,강서구,1.4
2011,2.서울특별시,강서구,1.4
2012,2.서울특별시,강서구,1.8
2013,2.서울특별시,강서구,2.1
2014,2.서울특별시,강서구,2.1
2015,2.서울특별시,강서구,2.2
2016,2.서울특별시,강서구,2.4
2017,2.서울특별시,강서구,2.3
2018,2.서울특별시,강서구,2.3
2019,2.서울특별시,강서구,2.4
2020,2.서울특별시,강서구,2.6
2003,2.서울특별시,관악구,1.5
2004,2.서울특별시,관악구,1.7
2005,2.서울특별시,관악구,2.1
2006,2.서울특별시,관악구,2.6
2007,2.서울특별시,관악구,1.5
2008,2.서울특별시,관악구,1.5
2009,2.서울특별시,관악구,2.1
2010,2.서울특별시,관악구,1.7
2011,2.서울특별시,관악구,1.9
2012,2.서울특별시,관악구,1.9
2013,2.서울특별시,관악구,1.9
2014,2.서울특별시,관악구,1.9
2015,2.서울특별시,관악구,2.0
2016,2.서울특별시,관악구,2.0
2017,2.서울특별시,관악구,2.2
2018,2.서울특별시,관악구,2.2
2019,2.서울특별시,관악구,2.2
2020,2.서울특별시,관악구,2.2
2003,2.서울특별시,광진구,1.0
2004,2.서울특별시,광진구,1.1
2005,2.서울특별시,광진구,1.3
2006,2.서울특별시,광진구,1.3
2007,2.서울특별시,광진구,1.3
2008,2.서울특별시,광진구,1.9
2009,2.서울특별시,광진구,1.9
2010,2.서울특별시,광진구,2.1
2011,2.서울특별시,광진구,2.4
2012,2.서울특별시,광진구,1.9
2013,2.서울특별시,광진구,2.4
2014,2.서울특별시,광진구,2.8
2015,2.서울특별시,광진구,2.5
2016,2.서울특별시,광진구,2.5
2017,2.서울특별시,광진구,2.5
2018,2.서울특별시,광진구,2.5
2019,2.서울특별시,광진구,2.6
2020,2.서울특별시,광진구,3.2
2003,2.서울특별시,구로구,1.0
2004,2.서울특별시,구로구,1.2
2005,2.서울특별시,구로구,1.2
2006,2.서울특별시,구로구,1.2
2007,2.서울특별시,구로구,1.7
2008,2.서울특별시,구로구,1.9
2009,2.서울특별시,구로구,2.1
2010,2.서울특별시,구로구,3.1
2011,2.서울특별시,구로구,3.0
2012,2.서울특별시,구로구,3.0
2013,2.서울특별시,구로구,3.1
2014,2.서울특별시,구로구,3.1
2015,2.서울특별시,구로구,3.1
2016,2.서울특별시,구로구,3.1
2017,2.서울특별시,구로구,3.7
2018,2.서울특별시,구로구,3.7
2019,2.서울특별시,구로구,3.7
2020,2.서울특별시,구로구,3.7
2003,2.서울특별시,금천구,0.4
2004,2.서울특별시,금천구,0.4
2005,2.서울특별시,금천구,0.4
2006,2.서울특별시,금천구,0.4
2007,2.서울특별시,금천구,1.2
2008,2.서울특별시,금천구,1.6
2009,2.서울특별시,금천구,2.0
2010,2.서울특별시,금천구,2.4
2011,2.서울특별시,금천구,2.5
