Year,시도,시군구,Value
2017,0.전국,,25
2018,0.전국,,23
2019,0.전국,,23
2020,0.전국,,19
2017,1.수도권,,26
2018,1.수도권,,24
2019,1.수도권,,25
2020,1.수도권,,21
2017,2.서울특별시,,25
2018,2.서울특별시,,23
2019,2.서울특별시,,25
2020,2.서울특별시,,21
2017,2.서울특별시,강남구,25
2018,2.서울특별시,강남구,22
2019,2.서울특별시,강남구,25
2020,2.서울특별시,강남구,21.16666667
2017,2.서울특별시,강동구,24
2018,2.서울특별시,강동구,23
2019,2.서울특별시,강동구,26
2020,2.서울특별시,강동구,22.83333333
2017,2.서울특별시,강북구,22
2018,2.서울특별시,강북구,19
2019,2.서울특별시,강북구,25
2020,2.서울특별시,강북구,21.25
2017,2.서울특별시,강서구,24
2018,2.서울특별시,강서구,22
2019,2.서울특별시,강서구,26
2020,2.서울특별시,강서구,20.83333333
2017,2.서울특별시,관악구,26
2018,2.서울특별시,관악구,27
2019,2.서울특별시,관악구,28
2020,2.서울특별시,관악구,19.16666667
2017,2.서울특별시,광진구,25
2018,2.서울특별시,광진구,21
2019,2.서울특별시,광진구,26
2020,2.서울특별시,광진구,19.75
2017,2.서울특별시,구로구,25
2018,2.서울특별시,구로구,23
2019,2.서울특별시,구로구,24
2020,2.서울특별시,구로구,20.58333333
2017,2.서울특별시,금천구,26
2018,2.서울특별시,금천구,23
2019,2.서울특별시,금천구,25
2020,2.서울특별시,금천구,22.25
2017,2.서울특별시,노원구,25
2018,2.서울특별시,노원구,22
2019,2.서울특별시,노원구,26
2020,2.서울특별시,노원구,21.58333333
2017,2.서울특별시,도봉구,24
2018,2.서울특별시,도봉구,23
2019,2.서울특별시,도봉구,22
2020,2.서울특별시,도봉구,19.33333333
2017,2.서울특별시,동대문구,22
2018,2.서울특별시,동대문구,23
2019,2.서울특별시,동대문구,25
2020,2.서울특별시,동대문구,19.16666667
2017,2.서울특별시,동작구,25
2018,2.서울특별시,동작구,22
2019,2.서울특별시,동작구,27
2020,2.서울특별시,동작구,22.41666667
2017,2.서울특별시,마포구,28
2018,2.서울특별시,마포구,25
2019,2.서울특별시,마포구,28
2020,2.서울특별시,마포구,20.66666667
2017,2.서울특별시,서대문구,24
2018,2.서울특별시,서대문구,24
2019,2.서울특별시,서대문구,23
2020,2.서울특별시,서대문구,19.33333333
2017,2.서울특별시,서초구,24
2018,2.서울특별시,서초구,22
2019,2.서울특별시,서초구,26
2020,2.서울특별시,서초구,20.91666667
2017,2.서울특별시,성동구,25
2018,2.서울특별시,성동구,24
