Year,시도,Value
2011,0.전국,19.27568449
2013,0.전국,27.05973874
2015,0.전국,25.97046046
2017,0.전국,27.22131854
2019,0.전국,28.81888092
2021,0.전국,26.98796761
2011,1.수도권,20.63944697
2013,1.수도권,28.0590768
2015,1.수도권,27.43995463
2017,1.수도권,28.18415689
2019,1.수도권,29.74247334
2021,1.수도권,28.10649874
2011,2.서울특별시,22.26274706
2013,2.서울특별시,27.98152045
2015,2.서울특별시,28.86903109
2017,2.서울특별시,29.52213548
2019,2.서울특별시,29.30411314
2021,2.서울특별시,28.92897935
2011,3.인천광역시,18.44148191
2013,3.인천광역시,26.56604454
2015,3.인천광역시,23.15294869
2017,3.인천광역시,25.74817468
2019,3.인천광역시,31.25662335
2021,3.인천광역시,26.94310694
2011,4.경기도,19.72191895
2013,4.경기도,28.47751126
2015,4.경기도,27.27261473
2017,4.경기도,27.69815097
2019,4.경기도,29.73139392
2021,4.경기도,27.7617745
