Year,시도,시군구,Value
2005,0.전국,,17.93055925
2010,0.전국,,19.65770433
2015,0.전국,,18.6
2016,0.전국,,19.1
2017,0.전국,,19.3
2018,0.전국,,19.5
2019,0.전국,,19.8
2020,0.전국,,20.2
2021,0.전국,,21.16530685
2005,1.수도권,,13.17192138
2010,1.수도권,,15.03489801
2015,1.수도권,,15.5
2016,1.수도권,,16
2017,1.수도권,,16.2
2018,1.수도권,,16.6
2019,1.수도권,,17
2020,1.수도권,,17.6
2021,1.수도권,,18.4
2005,2.서울특별시,,13.34399671
2010,2.서울특별시,,14.94419542
2015,2.서울특별시,,15.5
2016,2.서울특별시,,16
2017,2.서울특별시,,16.2
2018,2.서울특별시,,16.5
2019,2.서울특별시,,17.1
2020,2.서울특별시,,17.6
2021,2.서울특별시,,18.6
2005,2.서울특별시,강남구,13.40174236
2010,2.서울특별시,강남구,13.56193071
2015,2.서울특별시,강남구,13.20052001
2016,2.서울특별시,강남구,13.56042674
2017,2.서울특별시,강남구,13.87039937
2018,2.서울특별시,강남구,14.04523013
2019,2.서울특별시,강남구,14.30423249
2020,2.서울특별시,강남구,14.81274455
2021,2.서울특별시,강남구,15.65859852
2005,2.서울특별시,강동구,13.5483871
2010,2.서울특별시,강동구,14.2567458
2015,2.서울특별시,강동구,14.68740592
2016,2.서울특별시,강동구,14.85197014
2017,2.서울특별시,강동구,15.17903381
2018,2.서울특별시,강동구,15.33235435
2019,2.서울특별시,강동구,15.81499626
2020,2.서울특별시,강동구,16.19637223
2021,2.서울특별시,강동구,17.4021718
2005,2.서울특별시,강북구,13.24989934
2010,2.서울특별시,강북구,15.95758111
2015,2.서울특별시,강북구,17.93763752
2016,2.서울특별시,강북구,18.41865514
2017,2.서울특별시,강북구,18.99496184
2018,2.서울특별시,강북구,19.57439134
2019,2.서울특별시,강북구,20.2440213
2020,2.서울특별시,강북구,21.13142268
2021,2.서울특별시,강북구,22.24326363
2005,2.서울특별시,강서구,14.01180357
2010,2.서울특별시,강서구,16.50162235
2015,2.서울특별시,강서구,15.85751133
2016,2.서울특별시,강서구,16.89400189
2017,2.서울특별시,강서구,17.26688943
2018,2.서울특별시,강서구,17.73718404
2019,2.서울특별시,강서구,18.52901872
2020,2.서울특별시,강서구,19.22505133
2021,2.서울특별시,강서구,20.28974149
2005,2.서울특별시,관악구,12.3496601
2010,2.서울특별시,관악구,14.27872549
2015,2.서울특별시,관악구,15.47550247
2016,2.서울특별시,관악구,16.23409269
2017,2.서울특별시,관악구,16.36480854
2018,2.서울특별시,관악구,16.7413768
2019,2.서울특별시,관악구,17.52025341
2020,2.서울특별시,관악구,18.34227468
2021,2.서울특별시,관악구,19.48233648
2005,2.서울특별시,광진구,11.53094752
2010,2.서울특별시,광진구,13.42021957
2015,2.서울특별시,광진구,15.5632053
2016,2.서울특별시,광진구,15.99141197
2017,2.서울특별시,광진구,16.16345716
2018,2.서울특별시,광진구,16.45206114
2019,2.서울특별시,광진구,16.80700126
2020,2.서울특별시,광진구,17.14369342
2021,2.서울특별시,광진구,18.21477761
2005,2.서울특별시,구로구,12.14689266
2010,2.서울특별시,구로구,13.58587916
2015,2.서울특별시,구로구,14.06663553
2016,2.서울특별시,구로구,14.52153244
2017,2.서울특별시,구로구,14.78875729
2018,2.서울특별시,구로구,15.16294968
2019,2.서울특별시,구로구,15.58249415
2020,2.서울특별시,구로구,16.10809201
2021,2.서울특별시,구로구,17.13255185
2005,2.서울특별시,금천구,15.62351826
2010,2.서울특별시,금천구,16.97089947
2015,2.서울특별시,금천구,18.15468114
2016,2.서울특별시,금천구,19.00954261
2017,2.서울특별시,금천구,18.67293012
2018,2.서울특별시,금천구,19.02767878
2019,2.서울특별시,금천구,19.51281472
2020,2.서울특별시,금천구,20.29352227
2021,2.서울특별시,금천구,21.29406084
2005,2.서울특별시,노원구,14.63139216
2010,2.서울특별시,노원구,17.64456878
2015,2.서울특별시,노원구,18.43206939
2016,2.서울특별시,노원구,19.07695919
2017,2.서울특별시,노원구,19.63993224
2018,2.서울특별시,노원구,20.25623736
2019,2.서울특별시,노원구,21.03123911
2020,2.서울특별시,노원구,21.67797128
2021,2.서울특별시,노원구,22.5795884
2005,2.서울특별시,도봉구,12.04456705
2010,2.서울특별시,도봉구,15.01055923
2015,2.서울특별시,도봉구,15.45892694
2016,2.서울특별시,도봉구,16.46774623
2017,2.서울특별시,도봉구,16.41871579
2018,2.서울특별시,도봉구,16.77794172
2019,2.서울특별시,도봉구,17.41542267
2020,2.서울특별시,도봉구,17.91139664
2021,2.서울특별시,도봉구,18.98449787
2005,2.서울특별시,동대문구,15.30287264
2010,2.서울특별시,동대문구,16.1558522
2015,2.서울특별시,동대문구,17.28044184
2016,2.서울특별시,동대문구,17.72252295
2017,2.서울특별시,동대문구,17.88111035
2018,2.서울특별시,동대문구,18.15153422
2019,2.서울특별시,동대문구,18.71636651
2020,2.서울특별시,동대문구,19.06401736
2021,2.서울특별시,동대문구,20.0083382
2005,2.서울특별시,동작구,11.72572746
2010,2.서울특별시,동작구,13.37658404
