Year,시도,시군구,Value
2012,0.전국,,52.01
2013,0.전국,,50.06
2014,0.전국,,43.93
2015,0.전국,,44.2
2016,0.전국,,45.12
2017,0.전국,,43.74
2018,0.전국,,42.92
2019,0.전국,,40.95
2020,0.전국,,39.91
2012,1.수도권,,78.06
2013,1.수도권,,73.99
2014,1.수도권,,66.62
2015,1.수도권,,65.61
2016,1.수도권,,64.67
2017,1.수도권,,62.88
2018,1.수도권,,62.56
2019,1.수도권,,60.15
2020,1.수도권,,55.05
2012,2.서울특별시,,88.99
2013,2.서울특별시,,86.07
2014,2.서울특별시,,78.06
2015,2.서울특별시,,76.76
2016,2.서울특별시,,73.79
2017,2.서울특별시,,72.47
2018,2.서울특별시,,71.33
2019,2.서울특별시,,69.6
2020,2.서울특별시,,62.6
2012,2.서울특별시,* 서울 본청,87.93
2013,2.서울특별시,* 서울 본청,84.54
2014,2.서울특별시,* 서울 본청,79.22
2015,2.서울특별시,* 서울 본청,77.69
2016,2.서울특별시,* 서울 본청,75.38
2017,2.서울특별시,* 서울 본청,74.71
2018,2.서울특별시,* 서울 본청,73.91
2019,2.서울특별시,* 서울 본청,73.2
2020,2.서울특별시,* 서울 본청,66.41
2012,2.서울특별시,강남구,77.2
2013,2.서울특별시,강남구,71.86
2014,2.서울특별시,강남구,56.9
2015,2.서울특별시,강남구,56.1
2016,2.서울특별시,강남구,51.36
2017,2.서울특별시,강남구,49.96
2018,2.서울특별시,강남구,49.23
2019,2.서울특별시,강남구,48.55
2020,2.서울특별시,강남구,41.02
2012,2.서울특별시,강동구,39.5
2013,2.서울특별시,강동구,34.84
2014,2.서울특별시,강동구,27.6
2015,2.서울특별시,강동구,27.1
2016,2.서울특별시,강동구,25.21
2017,2.서울특별시,강동구,25.86
2018,2.서울특별시,강동구,35.52
2019,2.서울특별시,강동구,20.81
2020,2.서울특별시,강동구,18.47
2012,2.서울특별시,강북구,27.38
2013,2.서울특별시,강북구,24.6
2014,2.서울특별시,강북구,18.22
2015,2.서울특별시,강북구,16.16
2016,2.서울특별시,강북구,17.59
2017,2.서울특별시,강북구,16.76
2018,2.서울특별시,강북구,15.97
2019,2.서울특별시,강북구,15.52
2020,2.서울특별시,강북구,13
2012,2.서울특별시,강서구,31.62
2013,2.서울특별시,강서구,28.29
2014,2.서울특별시,강서구,21.29
2015,2.서울특별시,강서구,20.82
2016,2.서울특별시,강서구,21.78
2017,2.서울특별시,강서구,20.91
2018,2.서울특별시,강서구,20.02
2019,2.서울특별시,강서구,19.5
2020,2.서울특별시,강서구,15.99
2012,2.서울특별시,관악구,32.65
2013,2.서울특별시,관악구,29.92
2014,2.서울특별시,관악구,21.51
2015,2.서울특별시,관악구,19.18
2016,2.서울특별시,관악구,19.17
2017,2.서울특별시,관악구,19.11
2018,2.서울특별시,관악구,18.58
2019,2.서울특별시,관악구,19.63
2020,2.서울특별시,관악구,14.22
2012,2.서울특별시,광진구,36.02
2013,2.서울특별시,광진구,33.93
