Year,지역,Value
2011,0.전국,24.14076565
2012,0.전국,33.31279564
2013,0.전국,34.11535335
2014,0.전국,42.20781585
2015,0.전국,33.30610721
2016,0.전국,42.4287769
2017,0.전국,29.7246598
2018,0.전국,40.82219169
2019,0.전국,39.13420777
2020,0.전국,42.7010959
2021,0.전국,34.04074099
2011,1.수도권,25.77808995
2012,1.수도권,32.39735903
2013,1.수도권,34.97644571
2014,1.수도권,42.95363991
2015,1.수도권,34.43292812
2016,1.수도권,42.48050732
2017,1.수도권,30.10372744
2018,1.수도권,40.30988119
2019,1.수도권,40.63352799
2020,1.수도권,44.86364308
2021,1.수도권,33.34097531
2011,2.충청권,24.42777839
2012,2.충청권,33.26743787
2013,2.충청권,35.00656704
2014,2.충청권,44.65039306
2015,2.충청권,35.55301672
2016,2.충청권,43.55281747
2017,2.충청권,29.90803935
2018,2.충청권,42.38014392
2019,2.충청권,39.66697859
2020,2.충청권,40.35946675
2021,2.충청권,39.09102558
2011,3.호남권,22.32538789
2012,3.호남권,35.70839144
2013,3.호남권,32.68931301
2014,3.호남권,40.40234523
2015,3.호남권,31.59056616
2016,3.호남권,42.92481981
2017,3.호남권,31.57857131
2018,3.호남권,43.62393674
2019,3.호남권,38.74372304
2020,3.호남권,41.71583801
2021,3.호남권,37.91712839
2011,4.대경권,20.29418342
2012,4.대경권,31.56460517
2013,4.대경권,31.17676554
2014,4.대경권,37.17070771
2015,4.대경권,29.90838244
2016,4.대경권,38.89737303
2017,4.대경권,25.83502716
2018,4.대경권,37.99961811
2019,4.대경권,36.23736971
2020,4.대경권,33.76213766
2021,4.대경권,29.12115398
2011,5.동남권,22.70740912
2012,5.동남권,35.24317437
2013,5.동남권,33.13939713
2014,5.동남권,42.77975477
2015,5.동남권,31.2434924
2016,5.동남권,42.57483279
2017,5.동남권,29.50364611
2018,5.동남권,41.28005624
2019,5.동남권,36.24154521
2020,5.동남권,42.63893751
2021,5.동남권,32.39213541
2011,6.강원권,21.58530213
2012,6.강원권,36.80981638
2013,6.강원권,36.30362728
2014,6.강원권,41.17583938
2015,6.강원권,33.65347043
2016,6.강원권,45.66479711
2017,6.강원권,30.21564153
2018,6.강원권,42.32408667
2019,6.강원권,37.3596246
2020,6.강원권,45.77038658
2021,6.강원권,37.49173404
2011,7.제주권,26.80644719
2012,7.제주권,32.87325371
2013,7.제주권,35.32953921
2014,7.제주권,43.27637839
2015,7.제주권,36.02360235
2016,7.제주권,46.04438743
2017,7.제주권,31.2008672
2018,7.제주권,38.90613495
2019,7.제주권,40.17165934
2020,7.제주권,47.84925712
2021,7.제주권,38.45516555
