Year,시도,Value
2012,0.전국,34.9477852
2014,0.전국,35.97227966
2016,0.전국,35.03241222
2018,0.전국,35.55877022
2020,0.전국,40.21082809
2012,1.수도권,32.99387407
2014,1.수도권,34.38145811
2016,1.수도권,32.76630928
2018,1.수도권,32.34802884
2020,1.수도권,37.57040525
2012,2.서울특별시,34.20263779
2014,2.서울특별시,34.27558663
2016,2.서울특별시,33.49632506
2018,2.서울특별시,31.81850788
2020,2.서울특별시,39.84886814
2012,3.인천광역시,31.83870253
2014,3.인천광역시,34.19308666
2016,3.인천광역시,33.80384425
2018,3.인천광역시,31.81891168
2020,3.인천광역시,36.60941262
2012,4.경기도,32.24211875
2014,4.경기도,34.51419499
2016,4.경기도,31.93878467
2018,4.경기도,32.88000193
2020,4.경기도,36.09586197
