Year,시도,시군구,Value
2012,0.전국,,4.68
2013,0.전국,,4.55
2014,0.전국,,4.6
2015,0.전국,,4.51
2016,0.전국,,4.31
2017,0.전국,,3.91
2018,0.전국,,3.71
2019,0.전국,,3.75
2020,0.전국,,4.35
2012,1.수도권,,4.69
2013,1.수도권,,4.51
2014,1.수도권,,4.74
2015,1.수도권,,4.54
2016,1.수도권,,4.47
2017,1.수도권,,4.03
2018,1.수도권,,3.79
2019,1.수도권,,3.88
2020,1.수도권,,4.66
2012,2.서울특별시,,2.92
2013,2.서울특별시,,3.01
2014,2.서울특별시,,3.65
2015,2.서울특별시,,4.06
2016,2.서울특별시,,4.5
2017,2.서울특별시,,4.51
2018,2.서울특별시,,4.33
2019,2.서울특별시,,5.46
2020,2.서울특별시,,7.41
2012,2.서울특별시,* 서울 본청,3.76
2013,2.서울특별시,* 서울 본청,3.86
2014,2.서울특별시,* 서울 본청,4.8
2015,2.서울특별시,* 서울 본청,5.37
2016,2.서울특별시,* 서울 본청,6.08
2017,2.서울특별시,* 서울 본청,6.09
2018,2.서울특별시,* 서울 본청,5.84
2019,2.서울특별시,* 서울 본청,7.53
2020,2.서울특별시,* 서울 본청,10.31
2012,2.서울특별시,강남구,0.99
2013,2.서울특별시,강남구,0.9
2014,2.서울특별시,강남구,1.67
2015,2.서울특별시,강남구,2.0
2016,2.서울특별시,강남구,1.68
2017,2.서울특별시,강남구,1.56
2018,2.서울특별시,강남구,1.5
2019,2.서울특별시,강남구,1.27
2020,2.서울특별시,강남구,1.34
2012,2.서울특별시,강동구,0.77
2013,2.서울특별시,강동구,0.84
2014,2.서울특별시,강동구,1.23
2015,2.서울특별시,강동구,0.86
2016,2.서울특별시,강동구,0.9
2017,2.서울특별시,강동구,0.83
2018,2.서울특별시,강동구,0.79
2019,2.서울특별시,강동구,0.7
2020,2.서울특별시,강동구,0.93
2012,2.서울특별시,강북구,1.5
2013,2.서울특별시,강북구,1.58
2014,2.서울특별시,강북구,1.43
2015,2.서울특별시,강북구,1.47
2016,2.서울특별시,강북구,1.13
2017,2.서울특별시,강북구,1.38
2018,2.서울특별시,강북구,1.43
2019,2.서울특별시,강북구,1.28
2020,2.서울특별시,강북구,1.47
2012,2.서울특별시,강서구,0.75
2013,2.서울특별시,강서구,0.84
2014,2.서울특별시,강서구,1.1
2015,2.서울특별시,강서구,0.89
2016,2.서울특별시,강서구,0.93
2017,2.서울특별시,강서구,0.91
2018,2.서울특별시,강서구,1.29
2019,2.서울특별시,강서구,1.22
2020,2.서울특별시,강서구,1.59
2012,2.서울특별시,관악구,0.98
2013,2.서울특별시,관악구,1.02
2014,2.서울특별시,관악구,1.37
2015,2.서울특별시,관악구,1.48
2016,2.서울특별시,관악구,1.21
2017,2.서울특별시,관악구,1.33
2018,2.서울특별시,관악구,1.48
2019,2.서울특별시,관악구,1.15
2020,2.서울특별시,관악구,1.58
2012,2.서울특별시,광진구,1.65
2013,2.서울특별시,광진구,1.58
2014,2.서울특별시,광진구,1.56
2015,2.서울특별시,광진구,1.55
2016,2.서울특별시,광진구,1.42
2017,2.서울특별시,광진구,1.36
2018,2.서울특별시,광진구,1.49
2019,2.서울특별시,광진구,1.49
2020,2.서울특별시,광진구,1.54
2012,2.서울특별시,구로구,1.6
2013,2.서울특별시,구로구,1.51
2014,2.서울특별시,구로구,1.29
2015,2.서울특별시,구로구,1.85
2016,2.서울특별시,구로구,1.52
2017,2.서울특별시,구로구,1.33
2018,2.서울특별시,구로구,1.15
2019,2.서울특별시,구로구,1.28
2020,2.서울특별시,구로구,2.52
2012,2.서울특별시,금천구,1.14
2013,2.서울특별시,금천구,1.5
2014,2.서울특별시,금천구,1.72
2015,2.서울특별시,금천구,1.5
2016,2.서울특별시,금천구,1.86
2017,2.서울특별시,금천구,1.86
2018,2.서울특별시,금천구,1.96
2019,2.서울특별시,금천구,1.76
2020,2.서울특별시,금천구,1.94
2012,2.서울특별시,노원구,1.3
2013,2.서울특별시,노원구,1.08
2014,2.서울특별시,노원구,1.31
2015,2.서울특별시,노원구,1.15
2016,2.서울특별시,노원구,1.1
2017,2.서울특별시,노원구,1.25
2018,2.서울특별시,노원구,1.28
2019,2.서울특별시,노원구,2.04
2020,2.서울특별시,노원구,2.43
2012,2.서울특별시,도봉구,1.03
2013,2.서울특별시,도봉구,1.14
2014,2.서울특별시,도봉구,1.1
2015,2.서울특별시,도봉구,1.06
2016,2.서울특별시,도봉구,1.05
2017,2.서울특별시,도봉구,1.01
2018,2.서울특별시,도봉구,1.18
2019,2.서울특별시,도봉구,1.15
2020,2.서울특별시,도봉구,1.61
2012,2.서울특별시,동대문구,1.74
2013,2.서울특별시,동대문구,1.47
2014,2.서울특별시,동대문구,1.48
2015,2.서울특별시,동대문구,1.43
2016,2.서울특별시,동대문구,2.56
2017,2.서울특별시,동대문구,2.27
2018,2.서울특별시,동대문구,1.68
2019,2.서울특별시,동대문구,1.51
2020,2.서울특별시,동대문구,1.85
2012,2.서울특별시,동작구,2.53
2013,2.서울특별시,동작구,3.17
2014,2.서울특별시,동작구,2.59
2015,2.서울특별시,동작구,2.72
2016,2.서울특별시,동작구,2.85
2017,2.서울특별시,동작구,2.36
2018,2.서울특별시,동작구,2.93
2019,2.서울특별시,동작구,3.16
2020,2.서울특별시,동작구,3.5
2012,2.서울특별시,마포구,1.37
2013,2.서울특별시,마포구,1.34
2014,2.서울특별시,마포구,1.42
2015,2.서울특별시,마포구,1.7
2016,2.서울특별시,마포구,1.04
2017,2.서울특별시,마포구,1.12
2018,2.서울특별시,마포구,0.7
2019,2.서울특별시,마포구,0.66
2020,2.서울특별시,마포구,1.13
2012,2.서울특별시,서대문구,1.55
2013,2.서울특별시,서대문구,1.4
2014,2.서울특별시,서대문구,1.26
2015,2.서울특별시,서대문구,1.84
2016,2.서울특별시,서대문구,1.96
2017,2.서울특별시,서대문구,1.65
2018,2.서울특별시,서대문구,1.84
2019,2.서울특별시,서대문구,2.23
2020,2.서울특별시,서대문구,2.24
2012,2.서울특별시,서초구,0.45
2013,2.서울특별시,서초구,0.59
2014,2.서울특별시,서초구,0.6
2015,2.서울특별시,서초구,0.73
2016,2.서울특별시,서초구,0.78
2017,2.서울특별시,서초구,0.72
2018,2.서울특별시,서초구,0.47
2019,2.서울특별시,서초구,0.57
2020,2.서울특별시,서초구,0.61
2012,2.서울특별시,성동구,2.26
2013,2.서울특별시,성동구,2.48
2014,2.서울특별시,성동구,1.77
2015,2.서울특별시,성동구,1.82
2016,2.서울특별시,성동구,1.37
2017,2.서울특별시,성동구,2.14
2018,2.서울특별시,성동구,1.59
2019,2.서울특별시,성동구,1.71
2020,2.서울특별시,성동구,2.18
2012,2.서울특별시,성북구,0.96
2013,2.서울특별시,성북구,1.23
2014,2.서울특별시,성북구,1.35
2015,2.서울특별시,성북구,1.19
2016,2.서울특별시,성북구,1.14
2017,2.서울특별시,성북구,1.13
2018,2.서울특별시,성북구,1.18
2019,2.서울특별시,성북구,1.14
2020,2.서울특별시,성북구,1.12
2012,2.서울특별시,송파구,0.59
2013,2.서울특별시,송파구,0.75
2014,2.서울특별시,송파구,0.52
2015,2.서울특별시,송파구,0.87
2016,2.서울특별시,송파구,0.53
2017,2.서울특별시,송파구,0.49
2018,2.서울특별시,송파구,0.42
2019,2.서울특별시,송파구,0.65
2020,2.서울특별시,송파구,0.8
2012,2.서울특별시,양천구,0.76
2013,2.서울특별시,양천구,0.92
2014,2.서울특별시,양천구,0.89
2015,2.서울특별시,양천구,1.64
2016,2.서울특별시,양천구,1.18
2017,2.서울특별시,양천구,1.34
2018,2.서울특별시,양천구,1.52
2019,2.서울특별시,양천구,1.32
2020,2.서울특별시,양천구,1.96
2012,2.서울특별시,영등포구,1.46
2013,2.서울특별시,영등포구,1.6
2014,2.서울특별시,영등포구,1.77
2015,2.서울특별시,영등포구,1.15
2016,2.서울특별시,영등포구,1.29
2017,2.서울특별시,영등포구,1.34
2018,2.서울특별시,영등포구,1.16
2019,2.서울특별시,영등포구,1.23
2020,2.서울특별시,영등포구,1.42
2012,2.서울특별시,용산구,0.84
2013,2.서울특별시,용산구,1.02
