Year,시도,시군구,Value
2001,0.전국,,43.1
2002,0.전국,,44.0
2003,0.전국,,45.2
2004,0.전국,,49.2
2005,0.전국,,56.3
2006,0.전국,,56.6
2007,0.전국,,57.8
2008,0.전국,,59.8
2009,0.전국,,61.1
2010,0.전국,,60.5
2011,0.전국,,59.1
2012,0.전국,,59.1
2013,0.전국,,59.1
2014,0.전국,,59.0
2015,0.전국,,59.2
2016,0.전국,,60.0
2017,0.전국,,61.6
2018,0.전국,,62.0
2019,0.전국,,59.7
2020,0.전국,,59.5
2001,1.수도권,,45.81242426
2002,1.수도권,,47.36240196
2003,1.수도권,,49.14324277
2004,1.수도권,,53.54499046
2005,1.수도권,,60.34212767
2006,1.수도권,,60.64545665
2007,1.수도권,,60.78406431
2008,1.수도권,,63.36860607
2009,1.수도권,,64.8408138
2010,1.수도권,,63.872565
2011,1.수도권,,62.02338519
2012,1.수도권,,63.06148044
2013,1.수도권,,61.49711118
2014,1.수도권,,61.44306548
2015,1.수도권,,62.69925844
2016,1.수도권,,62.41783355
2017,1.수도권,,63.16231436
2018,1.수도권,,63.41471323
2019,1.수도권,,61.29369166
2020,1.수도권,,61.97947669
2001,2.서울특별시,,47.5
2002,2.서울특별시,,48.6
2003,2.서울특별시,,51.2
2004,2.서울특별시,,55.0
2005,2.서울특별시,,64.3
2006,2.서울특별시,,64.3
2007,2.서울특별시,,64.6
2008,2.서울특별시,,65.6
2009,2.서울특별시,,68.1
2010,2.서울특별시,,65.8
2011,2.서울특별시,,63.5
2012,2.서울특별시,,65.3
2013,2.서울특별시,,64.0
2014,2.서울특별시,,66.8
2015,2.서울특별시,,68.9
2016,2.서울특별시,,68.2
2017,2.서울특별시,,67.1
2018,2.서울특별시,,68.0
2019,2.서울특별시,,66.4
2020,2.서울특별시,,66.2
2001,2.서울특별시,강남구,63.9
2002,2.서울특별시,강남구,65.9
2003,2.서울특별시,강남구,63.6
2004,2.서울특별시,강남구,64.8
2005,2.서울특별시,강남구,65.9
2006,2.서울특별시,강남구,65.0
2007,2.서울특별시,강남구,63.3
2008,2.서울특별시,강남구,61.7
2009,2.서울특별시,강남구,61.8
2010,2.서울특별시,강남구,63.8
2011,2.서울특별시,강남구,64.9
2012,2.서울특별시,강남구,69.0
2013,2.서울특별시,강남구,67.0
2014,2.서울특별시,강남구,68.8
2015,2.서울특별시,강남구,66.0
2016,2.서울특별시,강남구,67.1
2017,2.서울특별시,강남구,67.0
2018,2.서울특별시,강남구,65.8
2019,2.서울특별시,강남구,58.9
2020,2.서울특별시,강남구,65.5
2001,2.서울특별시,강동구,59.6
2002,2.서울특별시,강동구,55.7
2003,2.서울특별시,강동구,52.0
2004,2.서울특별시,강동구,56.7
2005,2.서울특별시,강동구,64.3
2006,2.서울특별시,강동구,62.6
2007,2.서울특별시,강동구,62.4
2008,2.서울특별시,강동구,70.7
2009,2.서울특별시,강동구,67.7
2010,2.서울특별시,강동구,52.8
2011,2.서울특별시,강동구,53.7
